
freq (Hz)         v("VIN" ?resul    v("VOUT" ?resu
 3.311311e+00      1.000000e-03      9.806573e-05     
 3.467368e+00      1.000000e-03      1.024082e-04     
 3.630780e+00      1.000000e-03      1.069254e-04     
 3.801893e+00      1.000000e-03      1.116208e-04     
 3.981071e+00      1.000000e-03      1.164982e-04     
 4.168693e+00      1.000000e-03      1.215604e-04     
 4.365158e+00      1.000000e-03      1.268100e-04     
 4.570881e+00      1.000000e-03      1.322490e-04     
 4.786300e+00      1.000000e-03      1.378787e-04     
 5.011872e+00      1.000000e-03      1.436996e-04     
 5.248074e+00      1.000000e-03      1.497114e-04     
 5.495408e+00      1.000000e-03      1.559126e-04     
 5.754399e+00      1.000000e-03      1.623010e-04     
 6.025595e+00      1.000000e-03      1.688730e-04     
 6.309573e+00      1.000000e-03      1.756237e-04     
 6.606934e+00      1.000000e-03      1.825470e-04     
 6.918309e+00      1.000000e-03      1.896351e-04     
 7.244359e+00      1.000000e-03      1.968789e-04     
 7.585775e+00      1.000000e-03      2.042676e-04     
 7.943282e+00      1.000000e-03      2.117889e-04     
 8.317637e+00      1.000000e-03      2.194288e-04     
 8.709635e+00      1.000000e-03      2.271717e-04     
 9.120108e+00      1.000000e-03      2.350004e-04     
 9.549925e+00      1.000000e-03      2.428964e-04     
 1.000000e+01      1.000000e-03      2.508398e-04     
 1.047128e+01      1.000000e-03      2.588095e-04     
 1.096478e+01      1.000000e-03      2.667835e-04     
 1.148153e+01      1.000000e-03      2.747390e-04     
 1.202264e+01      1.000000e-03      2.826528e-04     
 1.258925e+01      1.000000e-03      2.905014e-04     
 1.318256e+01      1.000000e-03      2.982616e-04     
 1.380384e+01      1.000000e-03      3.059105e-04     
 1.445439e+01      1.000000e-03      3.134260e-04     
 1.513561e+01      1.000000e-03      3.207870e-04     
 1.584893e+01      1.000000e-03      3.279739e-04     
 1.659586e+01      1.000000e-03      3.349684e-04     
 1.737800e+01      1.000000e-03      3.417544e-04     
 1.819700e+01      1.000000e-03      3.483173e-04     
 1.905460e+01      1.000000e-03      3.546451e-04     
 1.995262e+01      1.000000e-03      3.607276e-04     
 2.089296e+01      1.000000e-03      3.665571e-04     
 2.187761e+01      1.000000e-03      3.721280e-04     
 2.290867e+01      1.000000e-03      3.774368e-04     
 2.398832e+01      1.000000e-03      3.824823e-04     
 2.511886e+01      1.000000e-03      3.872648e-04     
 2.630267e+01      1.000000e-03      3.917869e-04     
 2.754228e+01      1.000000e-03      3.960523e-04     
 2.884031e+01      1.000000e-03      4.000666e-04     
 3.019951e+01      1.000000e-03      4.038361e-04     
 3.162277e+01      1.000000e-03      4.073687e-04     
 3.311311e+01      1.000000e-03      4.106726e-04     
 3.467368e+01      1.000000e-03      4.137571e-04     
 3.630780e+01      1.000000e-03      4.166317e-04     
 3.801893e+01      1.000000e-03      4.193063e-04     
 3.981071e+01      1.000000e-03      4.217910e-04     
 4.168693e+01      1.000000e-03      4.240961e-04     
 4.365158e+01      1.000000e-03      4.262317e-04     
 4.570881e+01      1.000000e-03      4.282078e-04     
 4.786300e+01      1.000000e-03      4.300342e-04     
 5.011872e+01      1.000000e-03      4.317205e-04     
 5.248074e+01      1.000000e-03      4.332758e-04     
 5.495408e+01      1.000000e-03      4.347090e-04     
 5.754399e+01      1.000000e-03      4.360286e-04     
 6.025595e+01      1.000000e-03      4.372427e-04     
 6.309573e+01      1.000000e-03      4.383588e-04     
 6.606934e+01      1.000000e-03      4.393842e-04     
 6.918309e+01      1.000000e-03      4.403257e-04     
 7.244359e+01      1.000000e-03      4.411896e-04     
 7.585775e+01      1.000000e-03      4.419820e-04     
 7.943282e+01      1.000000e-03      4.427084e-04     
 8.317637e+01      1.000000e-03      4.433740e-04     
 8.709635e+01      1.000000e-03      4.439837e-04     
 9.120108e+01      1.000000e-03      4.445419e-04     
 9.549925e+01      1.000000e-03      4.450528e-04     
 1.000000e+02      1.000000e-03      4.455204e-04     
 1.047128e+02      1.000000e-03      4.459480e-04     
 1.096478e+02      1.000000e-03      4.463392e-04     
 1.148153e+02      1.000000e-03      4.466968e-04     
 1.202264e+02      1.000000e-03      4.470236e-04     
 1.258925e+02      1.000000e-03      4.473224e-04     
 1.318256e+02      1.000000e-03      4.475954e-04     
 1.380384e+02      1.000000e-03      4.478448e-04     
 1.445439e+02      1.000000e-03      4.480726e-04     
 1.513561e+02      1.000000e-03      4.482806e-04     
 1.584893e+02      1.000000e-03      4.484706e-04     
 1.659586e+02      1.000000e-03      4.486441e-04     
 1.737800e+02      1.000000e-03      4.488025e-04     
 1.819700e+02      1.000000e-03      4.489471e-04     
 1.905460e+02      1.000000e-03      4.490791e-04     
 1.995262e+02      1.000000e-03      4.491996e-04     
 2.089296e+02      1.000000e-03      4.493095e-04     
 2.187761e+02      1.000000e-03      4.494098e-04     
 2.290867e+02      1.000000e-03      4.495014e-04     
 2.398832e+02      1.000000e-03      4.495849e-04     
 2.511886e+02      1.000000e-03      4.496611e-04     
 2.630267e+02      1.000000e-03      4.497307e-04     
 2.754228e+02      1.000000e-03      4.497941e-04     
 2.884031e+02      1.000000e-03      4.498519e-04     
 3.019951e+02      1.000000e-03      4.499047e-04     
 3.162277e+02      1.000000e-03      4.499528e-04     
 3.311311e+02      1.000000e-03      4.499966e-04     
 3.467368e+02      1.000000e-03      4.500366e-04     
 3.630780e+02      1.000000e-03      4.500731e-04     
 3.801893e+02      1.000000e-03      4.501063e-04     
 3.981071e+02      1.000000e-03      4.501366e-04     
 4.168693e+02      1.000000e-03      4.501642e-04     
 4.365158e+02      1.000000e-03      4.501893e-04     
 4.570881e+02      1.000000e-03      4.502121e-04     
 4.786300e+02      1.000000e-03      4.502329e-04     
 5.011872e+02      1.000000e-03      4.502519e-04     
 5.248074e+02      1.000000e-03      4.502691e-04     
 5.495408e+02      1.000000e-03      4.502847e-04     
 5.754399e+02      1.000000e-03      4.502989e-04     
 6.025595e+02      1.000000e-03      4.503117e-04     
 6.309573e+02      1.000000e-03      4.503234e-04     
 6.606934e+02      1.000000e-03      4.503339e-04     
 6.918309e+02      1.000000e-03      4.503434e-04     
 7.244359e+02      1.000000e-03      4.503520e-04     
 7.585775e+02      1.000000e-03      4.503597e-04     
 7.943282e+02      1.000000e-03      4.503665e-04     
 8.317637e+02      1.000000e-03      4.503726e-04     
 8.709635e+02      1.000000e-03      4.503781e-04     
 9.120108e+02      1.000000e-03      4.503828e-04     
 9.549925e+02      1.000000e-03      4.503870e-04     
 1.000000e+03      1.000000e-03      4.503906e-04     
 1.047128e+03      1.000000e-03      4.503936e-04     
 1.096478e+03      1.000000e-03      4.503961e-04     
 1.148153e+03      1.000000e-03      4.503981e-04     
 1.202264e+03      1.000000e-03      4.503996e-04     
 1.258925e+03      1.000000e-03      4.504007e-04     
 1.318256e+03      1.000000e-03      4.504013e-04     
 1.380384e+03      1.000000e-03      4.504014e-04     
 1.445439e+03      1.000000e-03      4.504011e-04     
 1.513561e+03      1.000000e-03      4.504003e-04     
 1.584893e+03      1.000000e-03      4.503991e-04     
 1.659586e+03      1.000000e-03      4.503974e-04     
 1.737800e+03      1.000000e-03      4.503951e-04     
 1.819700e+03      1.000000e-03      4.503924e-04     
 1.905460e+03      1.000000e-03      4.503892e-04     
 1.995262e+03      1.000000e-03      4.503854e-04     
 2.089296e+03      1.000000e-03      4.503810e-04     
 2.187761e+03      1.000000e-03      4.503760e-04     
 2.290867e+03      1.000000e-03      4.503703e-04     
 2.398832e+03      1.000000e-03      4.503638e-04     
 2.511886e+03      1.000000e-03      4.503567e-04     
 2.630267e+03      1.000000e-03      4.503486e-04     
 2.754228e+03      1.000000e-03      4.503397e-04     
 2.884031e+03      1.000000e-03      4.503298e-04     
 3.019951e+03      1.000000e-03      4.503188e-04     
 3.162277e+03      1.000000e-03      4.503067e-04     
 3.311311e+03      1.000000e-03      4.502933e-04     
 3.467368e+03      1.000000e-03      4.502786e-04     
 3.630780e+03      1.000000e-03      4.502623e-04     
 3.801893e+03      1.000000e-03      4.502444e-04     
 3.981071e+03      1.000000e-03      4.502248e-04     
 4.168693e+03      1.000000e-03      4.502031e-04     
 4.365158e+03      1.000000e-03      4.501794e-04     
 4.570881e+03      1.000000e-03      4.501533e-04     
 4.786300e+03      1.000000e-03      4.501247e-04     
 5.011872e+03      1.000000e-03      4.500932e-04     
 5.248074e+03      1.000000e-03      4.500588e-04     
 5.495408e+03      1.000000e-03      4.500209e-04     
 5.754399e+03      1.000000e-03      4.499794e-04     
 6.025595e+03      1.000000e-03      4.499339e-04     
 6.309573e+03      1.000000e-03      4.498839e-04     
 6.606934e+03      1.000000e-03      4.498292e-04     
 6.918309e+03      1.000000e-03      4.497691e-04     
 7.244359e+03      1.000000e-03      4.497033e-04     
 7.585775e+03      1.000000e-03      4.496312e-04     
 7.943282e+03      1.000000e-03      4.495521e-04     
 8.317637e+03      1.000000e-03      4.494654e-04     
 8.709635e+03      1.000000e-03      4.493704e-04     
 9.120108e+03      1.000000e-03      4.492663e-04     
 9.549925e+03      1.000000e-03      4.491522e-04     
 1.000000e+04      1.000000e-03      4.490272e-04     
 1.047128e+04      1.000000e-03      4.488902e-04     
 1.096478e+04      1.000000e-03      4.487402e-04     
 1.148153e+04      1.000000e-03      4.485759e-04     
 1.202264e+04      1.000000e-03      4.483959e-04     
 1.258925e+04      1.000000e-03      4.481987e-04     
 1.318256e+04      1.000000e-03      4.479829e-04     
 1.380384e+04      1.000000e-03      4.477466e-04     
 1.445439e+04      1.000000e-03      4.474879e-04     
 1.513561e+04      1.000000e-03      4.472048e-04     
 1.584893e+04      1.000000e-03      4.468949e-04     
 1.659586e+04      1.000000e-03      4.465560e-04     
 1.737800e+04      1.000000e-03      4.461851e-04     
 1.819700e+04      1.000000e-03      4.457796e-04     
 1.905460e+04      1.000000e-03      4.453362e-04     
 1.995262e+04      1.000000e-03      4.448516e-04     
 2.089296e+04      1.000000e-03      4.443220e-04     
 2.187761e+04      1.000000e-03      4.437434e-04     
 2.290867e+04      1.000000e-03      4.431117e-04     
 2.398832e+04      1.000000e-03      4.424221e-04     
 2.511886e+04      1.000000e-03      4.416696e-04     
 2.630267e+04      1.000000e-03      4.408489e-04     
 2.754228e+04      1.000000e-03      4.399543e-04     
 2.884031e+04      1.000000e-03      4.389797e-04     
 3.019951e+04      1.000000e-03      4.379183e-04     
 3.162277e+04      1.000000e-03      4.367634e-04     
 3.311311e+04      1.000000e-03      4.355076e-04     
 3.467368e+04      1.000000e-03      4.341429e-04     
 3.630780e+04      1.000000e-03      4.326612e-04     
 3.801893e+04      1.000000e-03      4.310539e-04     
 3.981071e+04      1.000000e-03      4.293119e-04     
 4.168693e+04      1.000000e-03      4.274259e-04     
 4.365158e+04      1.000000e-03      4.253863e-04     
 4.570881e+04      1.000000e-03      4.231831e-04     
 4.786300e+04      1.000000e-03      4.208062e-04     
 5.011872e+04      1.000000e-03      4.182456e-04     
 5.248074e+04      1.000000e-03      4.154909e-04     
 5.495408e+04      1.000000e-03      4.125321e-04     
 5.754399e+04      1.000000e-03      4.093594e-04     
 6.025595e+04      1.000000e-03      4.059634e-04     
 6.309573e+04      1.000000e-03      4.023351e-04     
 6.606934e+04      1.000000e-03      3.984666e-04     
 6.918309e+04      1.000000e-03      3.943504e-04     
 7.244359e+04      1.000000e-03      3.899805e-04     
 7.585775e+04      1.000000e-03      3.853521e-04     
 7.943282e+04      1.000000e-03      3.804619e-04     
 8.317637e+04      1.000000e-03      3.753081e-04     
 8.709635e+04      1.000000e-03      3.698910e-04     
 9.120108e+04      1.000000e-03      3.642127e-04     
 9.549925e+04      1.000000e-03      3.582775e-04     
 1.000000e+05      1.000000e-03      3.520919e-04     
 1.047128e+05      1.000000e-03      3.456645e-04     
 1.096478e+05      1.000000e-03      3.390062e-04     
 1.148153e+05      1.000000e-03      3.321302e-04     
 1.202264e+05      1.000000e-03      3.250515e-04     
 1.258925e+05      1.000000e-03      3.177872e-04     
 1.318256e+05      1.000000e-03      3.103561e-04     
 1.380384e+05      1.000000e-03      3.027785e-04     
 1.445439e+05      1.000000e-03      2.950759e-04     
 1.513561e+05      1.000000e-03      2.872706e-04     
 1.584893e+05      1.000000e-03      2.793859e-04     
 1.659586e+05      1.000000e-03      2.714449e-04     
 1.737800e+05      1.000000e-03      2.634712e-04     
 1.819700e+05      1.000000e-03      2.554877e-04     
 1.905460e+05      1.000000e-03      2.475171e-04     
 1.995262e+05      1.000000e-03      2.395808e-04     
 2.089296e+05      1.000000e-03      2.316996e-04     
 2.187761e+05      1.000000e-03      2.238928e-04     
 2.290867e+05      1.000000e-03      2.161785e-04     
 2.398832e+05      1.000000e-03      2.085730e-04     
 2.511886e+05      1.000000e-03      2.010915e-04     
 2.630267e+05      1.000000e-03      1.937471e-04     
 2.754228e+05      1.000000e-03      1.865516e-04     
 2.884031e+05      1.000000e-03      1.795151e-04     
 3.019951e+05      1.000000e-03      1.726461e-04     
 3.162277e+05      1.000000e-03      1.659517e-04     
 3.311311e+05      1.000000e-03      1.594375e-04     
 3.467368e+05      1.000000e-03      1.531079e-04     
 3.630780e+05      1.000000e-03      1.469658e-04     
 3.801893e+05      1.000000e-03      1.410132e-04     
 3.981071e+05      1.000000e-03      1.352509e-04     
 4.168693e+05      1.000000e-03      1.296790e-04     
 4.365158e+05      1.000000e-03      1.242965e-04     
 4.570881e+05      1.000000e-03      1.191018e-04     
 4.786300e+05      1.000000e-03      1.140928e-04     
 5.011872e+05      1.000000e-03      1.092666e-04     
 5.248074e+05      1.000000e-03      1.046200e-04     
 5.495408e+05      1.000000e-03      1.001493e-04     
 5.754399e+05      1.000000e-03      9.585052e-05     
 6.025595e+05      1.000000e-03      9.171942e-05     
 6.309573e+05      1.000000e-03      8.775157e-05     
 6.606934e+05      1.000000e-03      8.394236e-05     
 6.918309e+05      1.000000e-03      8.028708e-05     
 7.244359e+05      1.000000e-03      7.678096e-05     
 7.585775e+05      1.000000e-03      7.341915e-05     
 7.943282e+05      1.000000e-03      7.019683e-05     
 8.317637e+05      1.000000e-03      6.710919e-05     
 8.709635e+05      1.000000e-03      6.415145e-05     
 9.120108e+05      1.000000e-03      6.131890e-05     
 9.549925e+05      1.000000e-03      5.860689e-05     
 1.000000e+06      1.000000e-03      5.601087e-05     
 1.047128e+06      1.000000e-03      5.352639e-05     
 1.096478e+06      1.000000e-03      5.114909e-05     
 1.148153e+06      1.000000e-03      4.887473e-05     
 1.202264e+06      1.000000e-03      4.669920e-05     
 1.258925e+06      1.000000e-03      4.461849e-05     
 1.318256e+06      1.000000e-03      4.262873e-05     
 1.380384e+06      1.000000e-03      4.072617e-05     
 1.445439e+06      1.000000e-03      3.890719e-05     
 1.513561e+06      1.000000e-03      3.716828e-05     
 1.584893e+06      1.000000e-03      3.550606e-05     
 1.659586e+06      1.000000e-03      3.391730e-05     
 1.737800e+06      1.000000e-03      3.239885e-05     
 1.819700e+06      1.000000e-03      3.094771e-05     
 1.905460e+06      1.000000e-03      2.956097e-05     
 1.995262e+06      1.000000e-03      2.823586e-05     
 2.089296e+06      1.000000e-03      2.696969e-05     
 2.187761e+06      1.000000e-03      2.575992e-05     
 2.290867e+06      1.000000e-03      2.460407e-05     
 2.398832e+06      1.000000e-03      2.349979e-05     
 2.511886e+06      1.000000e-03      2.244481e-05     
 2.630267e+06      1.000000e-03      2.143697e-05     
 2.754228e+06      1.000000e-03      2.047419e-05     
 2.884031e+06      1.000000e-03      1.955447e-05     
 3.019951e+06      1.000000e-03      1.867593e-05     
 3.162277e+06      1.000000e-03      1.783672e-05     
 3.311311e+06      1.000000e-03      1.703511e-05     
 3.467368e+06      1.000000e-03      1.626942e-05     
 3.630780e+06      1.000000e-03      1.553807e-05     
 3.801893e+06      1.000000e-03      1.483952e-05     
 3.981071e+06      1.000000e-03      1.417231e-05     
 4.168693e+06      1.000000e-03      1.353503e-05     
 4.365158e+06      1.000000e-03      1.292637e-05     
 4.570881e+06      1.000000e-03      1.234503e-05     
 4.786300e+06      1.000000e-03      1.178980e-05     
 5.011872e+06      1.000000e-03      1.125951e-05     
 5.248074e+06      1.000000e-03      1.075305e-05     
 5.495408e+06      1.000000e-03      1.026934e-05     
 5.754399e+06      1.000000e-03      9.807367e-06     
 6.025595e+06      1.000000e-03      9.366157e-06     
 6.309573e+06      1.000000e-03      8.944779e-06     
 6.606934e+06      1.000000e-03      8.542345e-06     
 6.918309e+06      1.000000e-03      8.158004e-06     
 7.244359e+06      1.000000e-03      7.790944e-06     
 7.585775e+06      1.000000e-03      7.440390e-06     
 7.943282e+06      1.000000e-03      7.105601e-06     
 8.317637e+06      1.000000e-03      6.785869e-06     
 8.709635e+06      1.000000e-03      6.480517e-06     
 9.120108e+06      1.000000e-03      6.188901e-06     
 9.549925e+06      1.000000e-03      5.910401e-06     
 1.000000e+07      1.000000e-03      5.644430e-06     
