
time (s)          v("VIN" ?resul    v("VOUT" ?resu    getData("VDD:p
 3.180000e-04      2.500910e+00      1.836237e+00     -1.590809e-04     
 3.200000e-04      2.500904e+00      1.836246e+00     -1.590805e-04     
 3.220000e-04      2.500899e+00      1.836255e+00     -1.590800e-04     
 3.240000e-04      2.500893e+00      1.836265e+00     -1.590796e-04     
 3.260000e-04      2.500888e+00      1.836274e+00     -1.590791e-04     
 3.280000e-04      2.500882e+00      1.836284e+00     -1.590786e-04     
 3.300000e-04      2.500876e+00      1.836294e+00     -1.590781e-04     
 3.320000e-04      2.500870e+00      1.836304e+00     -1.590776e-04     
 3.340000e-04      2.500863e+00      1.836314e+00     -1.590771e-04     
 3.360000e-04      2.500857e+00      1.836325e+00     -1.590765e-04     
 3.380000e-04      2.500850e+00      1.836336e+00     -1.590760e-04     
 3.400000e-04      2.500844e+00      1.836347e+00     -1.590754e-04     
 3.420000e-04      2.500837e+00      1.836358e+00     -1.590749e-04     
 3.440000e-04      2.500830e+00      1.836369e+00     -1.590743e-04     
 3.460000e-04      2.500823e+00      1.836380e+00     -1.590737e-04     
 3.480000e-04      2.500816e+00      1.836392e+00     -1.590731e-04     
 3.500000e-04      2.500809e+00      1.836404e+00     -1.590725e-04     
 3.520000e-04      2.500801e+00      1.836416e+00     -1.590719e-04     
 3.540000e-04      2.500793e+00      1.836428e+00     -1.590713e-04     
 3.560000e-04      2.500786e+00      1.836441e+00     -1.590707e-04     
 3.580000e-04      2.500778e+00      1.836454e+00     -1.590701e-04     
 3.600000e-04      2.500770e+00      1.836466e+00     -1.590694e-04     
 3.620000e-04      2.500762e+00      1.836479e+00     -1.590688e-04     
 3.640000e-04      2.500754e+00      1.836492e+00     -1.590681e-04     
 3.660000e-04      2.500745e+00      1.836506e+00     -1.590674e-04     
 3.680000e-04      2.500737e+00      1.836519e+00     -1.590668e-04     
 3.700000e-04      2.500728e+00      1.836533e+00     -1.590661e-04     
 3.720000e-04      2.500720e+00      1.836547e+00     -1.590654e-04     
 3.740000e-04      2.500711e+00      1.836561e+00     -1.590647e-04     
 3.760000e-04      2.500702e+00      1.836575e+00     -1.590639e-04     
 3.780000e-04      2.500693e+00      1.836589e+00     -1.590632e-04     
 3.800000e-04      2.500684e+00      1.836604e+00     -1.590625e-04     
 3.820000e-04      2.500675e+00      1.836619e+00     -1.590618e-04     
 3.840000e-04      2.500666e+00      1.836633e+00     -1.590610e-04     
 3.860000e-04      2.500656e+00      1.836648e+00     -1.590603e-04     
 3.880000e-04      2.500647e+00      1.836664e+00     -1.590595e-04     
 3.900000e-04      2.500637e+00      1.836679e+00     -1.590587e-04     
 3.920000e-04      2.500627e+00      1.836694e+00     -1.590580e-04     
 3.940000e-04      2.500617e+00      1.836710e+00     -1.590572e-04     
 3.960000e-04      2.500607e+00      1.836726e+00     -1.590564e-04     
 3.980000e-04      2.500597e+00      1.836741e+00     -1.590556e-04     
 4.000000e-04      2.500587e+00      1.836757e+00     -1.590548e-04     
 4.020000e-04      2.500577e+00      1.836774e+00     -1.590540e-04     
 4.040000e-04      2.500567e+00      1.836790e+00     -1.590532e-04     
 4.060000e-04      2.500556e+00      1.836806e+00     -1.590523e-04     
 4.080000e-04      2.500546e+00      1.836823e+00     -1.590515e-04     
 4.100000e-04      2.500535e+00      1.836839e+00     -1.590507e-04     
 4.120000e-04      2.500525e+00      1.836856e+00     -1.590498e-04     
 4.140000e-04      2.500514e+00      1.836873e+00     -1.590490e-04     
 4.160000e-04      2.500503e+00      1.836890e+00     -1.590481e-04     
 4.180000e-04      2.500492e+00      1.836907e+00     -1.590472e-04     
 4.200000e-04      2.500481e+00      1.836924e+00     -1.590464e-04     
 4.220000e-04      2.500470e+00      1.836942e+00     -1.590455e-04     
 4.240000e-04      2.500459e+00      1.836959e+00     -1.590446e-04     
 4.260000e-04      2.500448e+00      1.836977e+00     -1.590437e-04     
 4.280000e-04      2.500437e+00      1.836995e+00     -1.590429e-04     
 4.300000e-04      2.500425e+00      1.837012e+00     -1.590420e-04     
 4.320000e-04      2.500414e+00      1.837030e+00     -1.590411e-04     
 4.340000e-04      2.500402e+00      1.837048e+00     -1.590402e-04     
 4.360000e-04      2.500391e+00      1.837066e+00     -1.590392e-04     
 4.380000e-04      2.500379e+00      1.837085e+00     -1.590383e-04     
 4.400000e-04      2.500368e+00      1.837103e+00     -1.590374e-04     
 4.420000e-04      2.500356e+00      1.837121e+00     -1.590365e-04     
 4.440000e-04      2.500344e+00      1.837140e+00     -1.590356e-04     
 4.460000e-04      2.500332e+00      1.837158e+00     -1.590346e-04     
 4.480000e-04      2.500320e+00      1.837177e+00     -1.590337e-04     
 4.500000e-04      2.500309e+00      1.837195e+00     -1.590328e-04     
 4.520000e-04      2.500297e+00      1.837214e+00     -1.590318e-04     
 4.540000e-04      2.500285e+00      1.837233e+00     -1.590309e-04     
 4.560000e-04      2.500272e+00      1.837252e+00     -1.590299e-04     
 4.580000e-04      2.500260e+00      1.837271e+00     -1.590290e-04     
 4.600000e-04      2.500248e+00      1.837290e+00     -1.590280e-04     
 4.620000e-04      2.500236e+00      1.837309e+00     -1.590271e-04     
 4.640000e-04      2.500224e+00      1.837328e+00     -1.590261e-04     
 4.660000e-04      2.500212e+00      1.837347e+00     -1.590251e-04     
 4.680000e-04      2.500199e+00      1.837366e+00     -1.590242e-04     
 4.700000e-04      2.500187e+00      1.837386e+00     -1.590232e-04     
 4.720000e-04      2.500175e+00      1.837405e+00     -1.590222e-04     
 4.740000e-04      2.500162e+00      1.837424e+00     -1.590212e-04     
 4.760000e-04      2.500150e+00      1.837444e+00     -1.590203e-04     
 4.780000e-04      2.500137e+00      1.837463e+00     -1.590193e-04     
 4.800000e-04      2.500125e+00      1.837483e+00     -1.590183e-04     
 4.820000e-04      2.500112e+00      1.837502e+00     -1.590173e-04     
 4.840000e-04      2.500100e+00      1.837522e+00     -1.590164e-04     
 4.860000e-04      2.500087e+00      1.837541e+00     -1.590154e-04     
 4.880000e-04      2.500075e+00      1.837561e+00     -1.590144e-04     
 4.900000e-04      2.500062e+00      1.837580e+00     -1.590134e-04     
 4.920000e-04      2.500050e+00      1.837600e+00     -1.590124e-04     
 4.940000e-04      2.500037e+00      1.837619e+00     -1.590114e-04     
 4.960000e-04      2.500025e+00      1.837639e+00     -1.590105e-04     
 4.980000e-04      2.500012e+00      1.837659e+00     -1.590095e-04     
 5.000000e-04      2.500000e+00      1.837678e+00     -1.590085e-04     
 5.020000e-04      2.499987e+00      1.837698e+00     -1.590075e-04     
 5.040000e-04      2.499974e+00      1.837717e+00     -1.590065e-04     
 5.060000e-04      2.499962e+00      1.837737e+00     -1.590055e-04     
 5.080000e-04      2.499949e+00      1.837757e+00     -1.590045e-04     
 5.100000e-04      2.499937e+00      1.837776e+00     -1.590036e-04     
 5.120000e-04      2.499924e+00      1.837796e+00     -1.590026e-04     
 5.140000e-04      2.499912e+00      1.837815e+00     -1.590016e-04     
 5.160000e-04      2.499899e+00      1.837835e+00     -1.590006e-04     
 5.180000e-04      2.499887e+00      1.837854e+00     -1.589996e-04     
 5.200000e-04      2.499874e+00      1.837874e+00     -1.589987e-04     
 5.220000e-04      2.499862e+00      1.837893e+00     -1.589977e-04     
 5.240000e-04      2.499849e+00      1.837912e+00     -1.589967e-04     
 5.260000e-04      2.499837e+00      1.837932e+00     -1.589957e-04     
 5.280000e-04      2.499824e+00      1.837951e+00     -1.589948e-04     
 5.300000e-04      2.499812e+00      1.837970e+00     -1.589938e-04     
 5.320000e-04      2.499800e+00      1.837989e+00     -1.589928e-04     
 5.340000e-04      2.499787e+00      1.838009e+00     -1.589919e-04     
 5.360000e-04      2.499775e+00      1.838028e+00     -1.589909e-04     
 5.380000e-04      2.499763e+00      1.838047e+00     -1.589900e-04     
 5.400000e-04      2.499751e+00      1.838066e+00     -1.589890e-04     
 5.420000e-04      2.499739e+00      1.838085e+00     -1.589880e-04     
 5.440000e-04      2.499727e+00      1.838103e+00     -1.589871e-04     
 5.460000e-04      2.499714e+00      1.838122e+00     -1.589862e-04     
 5.480000e-04      2.499702e+00      1.838141e+00     -1.589852e-04     
 5.500000e-04      2.499690e+00      1.838159e+00     -1.589843e-04     
 5.520000e-04      2.499679e+00      1.838178e+00     -1.589834e-04     
 5.540000e-04      2.499667e+00      1.838196e+00     -1.589824e-04     
 5.560000e-04      2.499655e+00      1.838215e+00     -1.589815e-04     
 5.580000e-04      2.499643e+00      1.838233e+00     -1.589806e-04     
 5.600000e-04      2.499631e+00      1.838251e+00     -1.589797e-04     
 5.620000e-04      2.499620e+00      1.838269e+00     -1.589788e-04     
 5.640000e-04      2.499608e+00      1.838287e+00     -1.589779e-04     
 5.660000e-04      2.499597e+00      1.838305e+00     -1.589770e-04     
 5.680000e-04      2.499585e+00      1.838323e+00     -1.589761e-04     
 5.700000e-04      2.499574e+00      1.838341e+00     -1.589752e-04     
 5.720000e-04      2.499562e+00      1.838358e+00     -1.589743e-04     
 5.740000e-04      2.499551e+00      1.838376e+00     -1.589734e-04     
 5.760000e-04      2.499540e+00      1.838393e+00     -1.589725e-04     
 5.780000e-04      2.499529e+00      1.838410e+00     -1.589717e-04     
 5.800000e-04      2.499518e+00      1.838427e+00     -1.589708e-04     
 5.820000e-04      2.499507e+00      1.838444e+00     -1.589700e-04     
 5.840000e-04      2.499496e+00      1.838461e+00     -1.589691e-04     
 5.860000e-04      2.499485e+00      1.838478e+00     -1.589683e-04     
 5.880000e-04      2.499474e+00      1.838494e+00     -1.589674e-04     
 5.900000e-04      2.499464e+00      1.838511e+00     -1.589666e-04     
 5.920000e-04      2.499453e+00      1.838527e+00     -1.589658e-04     
 5.940000e-04      2.499443e+00      1.838543e+00     -1.589650e-04     
 5.960000e-04      2.499432e+00      1.838559e+00     -1.589642e-04     
 5.980000e-04      2.499422e+00      1.838575e+00     -1.589634e-04     
 6.000000e-04      2.499412e+00      1.838591e+00     -1.589626e-04     
 6.020000e-04      2.499402e+00      1.838606e+00     -1.589618e-04     
 6.040000e-04      2.499392e+00      1.838622e+00     -1.589610e-04     
 6.060000e-04      2.499382e+00      1.838637e+00     -1.589603e-04     
 6.080000e-04      2.499372e+00      1.838652e+00     -1.589595e-04     
 6.100000e-04      2.499362e+00      1.838667e+00     -1.589588e-04     
 6.120000e-04      2.499352e+00      1.838682e+00     -1.589580e-04     
 6.140000e-04      2.499343e+00      1.838696e+00     -1.589573e-04     
 6.160000e-04      2.499333e+00      1.838710e+00     -1.589566e-04     
 6.180000e-04      2.499324e+00      1.838725e+00     -1.589559e-04     
 6.200000e-04      2.499315e+00      1.838739e+00     -1.589552e-04     
 6.220000e-04      2.499306e+00      1.838753e+00     -1.589545e-04     
 6.240000e-04      2.499297e+00      1.838766e+00     -1.589538e-04     
 6.260000e-04      2.499288e+00      1.838780e+00     -1.589531e-04     
 6.280000e-04      2.499279e+00      1.838793e+00     -1.589524e-04     
 6.300000e-04      2.499271e+00      1.838806e+00     -1.589518e-04     
 6.320000e-04      2.499262e+00      1.838819e+00     -1.589511e-04     
 6.340000e-04      2.499254e+00      1.838832e+00     -1.589505e-04     
 6.360000e-04      2.499245e+00      1.838844e+00     -1.589498e-04     
 6.380000e-04      2.499237e+00      1.838857e+00     -1.589492e-04     
 6.400000e-04      2.499229e+00      1.838869e+00     -1.589486e-04     
 6.420000e-04      2.499221e+00      1.838881e+00     -1.589480e-04     
 6.440000e-04      2.499213e+00      1.838892e+00     -1.589474e-04     
 6.460000e-04      2.499206e+00      1.838904e+00     -1.589469e-04     
 6.480000e-04      2.499198e+00      1.838915e+00     -1.589463e-04     
 6.500000e-04      2.499190e+00      1.838926e+00     -1.589457e-04     
 6.520000e-04      2.499183e+00      1.838937e+00     -1.589452e-04     
 6.540000e-04      2.499176e+00      1.838948e+00     -1.589446e-04     
 6.560000e-04      2.499169e+00      1.838958e+00     -1.589441e-04     
 6.580000e-04      2.499162e+00      1.838968e+00     -1.589436e-04     
 6.600000e-04      2.499155e+00      1.838978e+00     -1.589431e-04     
 6.620000e-04      2.499149e+00      1.838988e+00     -1.589426e-04     
 6.640000e-04      2.499142e+00      1.838998e+00     -1.589421e-04     
 6.660000e-04      2.499136e+00      1.839007e+00     -1.589417e-04     
 6.680000e-04      2.499129e+00      1.839016e+00     -1.589412e-04     
 6.700000e-04      2.499123e+00      1.839025e+00     -1.589408e-04     
 6.720000e-04      2.499117e+00      1.839034e+00     -1.589403e-04     
 6.740000e-04      2.499111e+00      1.839042e+00     -1.589399e-04     
 6.760000e-04      2.499106e+00      1.839050e+00     -1.589395e-04     
 6.780000e-04      2.499100e+00      1.839058e+00     -1.589391e-04     
 6.800000e-04      2.499095e+00      1.839066e+00     -1.589387e-04     
 6.820000e-04      2.499089e+00      1.839073e+00     -1.589383e-04     
 6.840000e-04      2.499084e+00      1.839080e+00     -1.589380e-04     
 6.860000e-04      2.499079e+00      1.839087e+00     -1.589376e-04     
 6.880000e-04      2.499074e+00      1.839094e+00     -1.589373e-04     
 6.900000e-04      2.499070e+00      1.839100e+00     -1.589370e-04     
 6.920000e-04      2.499065e+00      1.839107e+00     -1.589367e-04     
 6.940000e-04      2.499061e+00      1.839113e+00     -1.589364e-04     
 6.960000e-04      2.499057e+00      1.839118e+00     -1.589361e-04     
 6.980000e-04      2.499052e+00      1.839124e+00     -1.589358e-04     
 7.000000e-04      2.499048e+00      1.839129e+00     -1.589355e-04     
 7.020000e-04      2.499045e+00      1.839134e+00     -1.589353e-04     
 7.040000e-04      2.499041e+00      1.839139e+00     -1.589350e-04     
 7.060000e-04      2.499037e+00      1.839143e+00     -1.589348e-04     
 7.080000e-04      2.499034e+00      1.839147e+00     -1.589346e-04     
 7.100000e-04      2.499031e+00      1.839151e+00     -1.589344e-04     
 7.120000e-04      2.499028e+00      1.839155e+00     -1.589342e-04     
 7.140000e-04      2.499025e+00      1.839158e+00     -1.589340e-04     
 7.160000e-04      2.499022e+00      1.839162e+00     -1.589339e-04     
 7.180000e-04      2.499020e+00      1.839165e+00     -1.589337e-04     
 7.200000e-04      2.499017e+00      1.839167e+00     -1.589336e-04     
 7.220000e-04      2.499015e+00      1.839170e+00     -1.589335e-04     
 7.240000e-04      2.499013e+00      1.839172e+00     -1.589334e-04     
 7.260000e-04      2.499011e+00      1.839174e+00     -1.589333e-04     
 7.280000e-04      2.499009e+00      1.839175e+00     -1.589332e-04     
 7.300000e-04      2.499007e+00      1.839177e+00     -1.589331e-04     
 7.320000e-04      2.499006e+00      1.839178e+00     -1.589331e-04     
 7.340000e-04      2.499005e+00      1.839179e+00     -1.589330e-04     
 7.360000e-04      2.499003e+00      1.839179e+00     -1.589330e-04     
 7.380000e-04      2.499002e+00      1.839180e+00     -1.589330e-04     
 7.400000e-04      2.499001e+00      1.839180e+00     -1.589330e-04     
 7.420000e-04      2.499001e+00      1.839179e+00     -1.589330e-04     
 7.440000e-04      2.499000e+00      1.839179e+00     -1.589330e-04     
 7.460000e-04      2.499000e+00      1.839178e+00     -1.589331e-04     
 7.480000e-04      2.499000e+00      1.839177e+00     -1.589331e-04     
 7.500000e-04      2.499000e+00      1.839176e+00     -1.589332e-04     
 7.520000e-04      2.499000e+00      1.839175e+00     -1.589332e-04     
 7.540000e-04      2.499000e+00      1.839173e+00     -1.589333e-04     
 7.560000e-04      2.499000e+00      1.839171e+00     -1.589334e-04     
 7.580000e-04      2.499001e+00      1.839168e+00     -1.589335e-04     
 7.600000e-04      2.499001e+00      1.839166e+00     -1.589337e-04     
 7.620000e-04      2.499002e+00      1.839163e+00     -1.589338e-04     
 7.640000e-04      2.499003e+00      1.839160e+00     -1.589340e-04     
 7.660000e-04      2.499005e+00      1.839157e+00     -1.589341e-04     
 7.680000e-04      2.499006e+00      1.839153e+00     -1.589343e-04     
 7.700000e-04      2.499007e+00      1.839149e+00     -1.589345e-04     
 7.720000e-04      2.499009e+00      1.839145e+00     -1.589347e-04     
 7.740000e-04      2.499011e+00      1.839141e+00     -1.589349e-04     
 7.760000e-04      2.499013e+00      1.839136e+00     -1.589352e-04     
 7.780000e-04      2.499015e+00      1.839131e+00     -1.589354e-04     
 7.800000e-04      2.499017e+00      1.839126e+00     -1.589357e-04     
 7.820000e-04      2.499020e+00      1.839121e+00     -1.589359e-04     
 7.840000e-04      2.499022e+00      1.839115e+00     -1.589362e-04     
 7.860000e-04      2.499025e+00      1.839110e+00     -1.589365e-04     
 7.880000e-04      2.499028e+00      1.839103e+00     -1.589368e-04     
 7.900000e-04      2.499031e+00      1.839097e+00     -1.589371e-04     
 7.920000e-04      2.499034e+00      1.839091e+00     -1.589375e-04     
