
freq (Hz)         v("VIN" ?resul    v("VOUT" ?resu
 8.709635e+02      1.000000e-03      1.552159e-03     
 9.120108e+02      1.000000e-03      1.552529e-03     
 9.549925e+02      1.000000e-03      1.552866e-03     
 1.000000e+03      1.000000e-03      1.553173e-03     
 1.047128e+03      1.000000e-03      1.553453e-03     
 1.096478e+03      1.000000e-03      1.553708e-03     
 1.148153e+03      1.000000e-03      1.553940e-03     
 1.202264e+03      1.000000e-03      1.554151e-03     
 1.258925e+03      1.000000e-03      1.554343e-03     
 1.318256e+03      1.000000e-03      1.554518e-03     
 1.380384e+03      1.000000e-03      1.554677e-03     
 1.445439e+03      1.000000e-03      1.554821e-03     
 1.513561e+03      1.000000e-03      1.554951e-03     
 1.584893e+03      1.000000e-03      1.555069e-03     
 1.659586e+03      1.000000e-03      1.555176e-03     
 1.737800e+03      1.000000e-03      1.555272e-03     
 1.819700e+03      1.000000e-03      1.555359e-03     
 1.905460e+03      1.000000e-03      1.555437e-03     
 1.995262e+03      1.000000e-03      1.555506e-03     
 2.089296e+03      1.000000e-03      1.555568e-03     
 2.187761e+03      1.000000e-03      1.555622e-03     
 2.290867e+03      1.000000e-03      1.555670e-03     
 2.398832e+03      1.000000e-03      1.555711e-03     
 2.511886e+03      1.000000e-03      1.555747e-03     
 2.630267e+03      1.000000e-03      1.555777e-03     
 2.754228e+03      1.000000e-03      1.555801e-03     
 2.884031e+03      1.000000e-03      1.555820e-03     
 3.019951e+03      1.000000e-03      1.555834e-03     
 3.162277e+03      1.000000e-03      1.555844e-03     
 3.311311e+03      1.000000e-03      1.555848e-03     
 3.467368e+03      1.000000e-03      1.555848e-03     
 3.630780e+03      1.000000e-03      1.555843e-03     
 3.801893e+03      1.000000e-03      1.555832e-03     
 3.981071e+03      1.000000e-03      1.555817e-03     
 4.168693e+03      1.000000e-03      1.555797e-03     
 4.365158e+03      1.000000e-03      1.555772e-03     
 4.570881e+03      1.000000e-03      1.555741e-03     
 4.786300e+03      1.000000e-03      1.555705e-03     
 5.011872e+03      1.000000e-03      1.555662e-03     
 5.248074e+03      1.000000e-03      1.555613e-03     
 5.495408e+03      1.000000e-03      1.555558e-03     
 5.754399e+03      1.000000e-03      1.555495e-03     
 6.025595e+03      1.000000e-03      1.555424e-03     
 6.309573e+03      1.000000e-03      1.555345e-03     
 6.606934e+03      1.000000e-03      1.555257e-03     
 6.918309e+03      1.000000e-03      1.555159e-03     
 7.244359e+03      1.000000e-03      1.555050e-03     
 7.585775e+03      1.000000e-03      1.554930e-03     
 7.943282e+03      1.000000e-03      1.554797e-03     
 8.317637e+03      1.000000e-03      1.554651e-03     
 8.709635e+03      1.000000e-03      1.554490e-03     
 9.120108e+03      1.000000e-03      1.554312e-03     
 9.549925e+03      1.000000e-03      1.554117e-03     
 1.000000e+04      1.000000e-03      1.553902e-03     
 1.047128e+04      1.000000e-03      1.553666e-03     
 1.096478e+04      1.000000e-03      1.553407e-03     
 1.148153e+04      1.000000e-03      1.553123e-03     
 1.202264e+04      1.000000e-03      1.552811e-03     
 1.258925e+04      1.000000e-03      1.552469e-03     
 1.318256e+04      1.000000e-03      1.552094e-03     
 1.380384e+04      1.000000e-03      1.551682e-03     
 1.445439e+04      1.000000e-03      1.551231e-03     
 1.513561e+04      1.000000e-03      1.550736e-03     
 1.584893e+04      1.000000e-03      1.550194e-03     
 1.659586e+04      1.000000e-03      1.549600e-03     
 1.737800e+04      1.000000e-03      1.548950e-03     
 1.819700e+04      1.000000e-03      1.548237e-03     
 1.905460e+04      1.000000e-03      1.547457e-03     
 1.995262e+04      1.000000e-03      1.546602e-03     
 2.089296e+04      1.000000e-03      1.545667e-03     
 2.187761e+04      1.000000e-03      1.544643e-03     
 2.290867e+04      1.000000e-03      1.543522e-03     
 2.398832e+04      1.000000e-03      1.542296e-03     
 2.511886e+04      1.000000e-03      1.540955e-03     
 2.630267e+04      1.000000e-03      1.539489e-03     
 2.754228e+04      1.000000e-03      1.537886e-03     
 2.884031e+04      1.000000e-03      1.536134e-03     
 3.019951e+04      1.000000e-03      1.534220e-03     
 3.162277e+04      1.000000e-03      1.532129e-03     
 3.311311e+04      1.000000e-03      1.529846e-03     
 3.467368e+04      1.000000e-03      1.527355e-03     
 3.630780e+04      1.000000e-03      1.524637e-03     
 3.801893e+04      1.000000e-03      1.521673e-03     
 3.981071e+04      1.000000e-03      1.518443e-03     
 4.168693e+04      1.000000e-03      1.514925e-03     
 4.365158e+04      1.000000e-03      1.511096e-03     
 4.570881e+04      1.000000e-03      1.506931e-03     
 4.786300e+04      1.000000e-03      1.502402e-03     
 5.011872e+04      1.000000e-03      1.497484e-03     
 5.248074e+04      1.000000e-03      1.492146e-03     
 5.495408e+04      1.000000e-03      1.486359e-03     
 5.754399e+04      1.000000e-03      1.480089e-03     
 6.025595e+04      1.000000e-03      1.473305e-03     
 6.309573e+04      1.000000e-03      1.465973e-03     
 6.606934e+04      1.000000e-03      1.458058e-03     
 6.918309e+04      1.000000e-03      1.449525e-03     
 7.244359e+04      1.000000e-03      1.440339e-03     
 7.585775e+04      1.000000e-03      1.430464e-03     
 7.943282e+04      1.000000e-03      1.419867e-03     
 8.317637e+04      1.000000e-03      1.408514e-03     
 8.709635e+04      1.000000e-03      1.396373e-03     
 9.120108e+04      1.000000e-03      1.383415e-03     
 9.549925e+04      1.000000e-03      1.369613e-03     
 1.000000e+05      1.000000e-03      1.354945e-03     
 1.047128e+05      1.000000e-03      1.339391e-03     
 1.096478e+05      1.000000e-03      1.322937e-03     
 1.148153e+05      1.000000e-03      1.305574e-03     
 1.202264e+05      1.000000e-03      1.287301e-03     
 1.258925e+05      1.000000e-03      1.268120e-03     
 1.318256e+05      1.000000e-03      1.248044e-03     
 1.380384e+05      1.000000e-03      1.227090e-03     
 1.445439e+05      1.000000e-03      1.205286e-03     
 1.513561e+05      1.000000e-03      1.182665e-03     
 1.584893e+05      1.000000e-03      1.159268e-03     
 1.659586e+05      1.000000e-03      1.135144e-03     
 1.737800e+05      1.000000e-03      1.110350e-03     
 1.819700e+05      1.000000e-03      1.084947e-03     
 1.905460e+05      1.000000e-03      1.059003e-03     
 1.995262e+05      1.000000e-03      1.032590e-03     
 2.089296e+05      1.000000e-03      1.005785e-03     
 2.187761e+05      1.000000e-03      9.786659e-04     
 2.290867e+05      1.000000e-03      9.513129e-04     
 2.398832e+05      1.000000e-03      9.238073e-04     
 2.511886e+05      1.000000e-03      8.962294e-04     
 2.630267e+05      1.000000e-03      8.686579e-04     
 2.754228e+05      1.000000e-03      8.411693e-04     
 2.884031e+05      1.000000e-03      8.138366e-04     
 3.019951e+05      1.000000e-03      7.867290e-04     
 3.162277e+05      1.000000e-03      7.599109e-04     
 3.311311e+05      1.000000e-03      7.334421e-04     
 3.467368e+05      1.000000e-03      7.073767e-04     
 3.630780e+05      1.000000e-03      6.817635e-04     
 3.801893e+05      1.000000e-03      6.566457e-04     
 3.981071e+05      1.000000e-03      6.320609e-04     
 4.168693e+05      1.000000e-03      6.080412e-04     
 4.365158e+05      1.000000e-03      5.846135e-04     
 4.570881e+05      1.000000e-03      5.617996e-04     
 4.786300e+05      1.000000e-03      5.396164e-04     
 5.011872e+05      1.000000e-03      5.180767e-04     
 5.248074e+05      1.000000e-03      4.971890e-04     
 5.495408e+05      1.000000e-03      4.769579e-04     
 5.754399e+05      1.000000e-03      4.573848e-04     
 6.025595e+05      1.000000e-03      4.384682e-04     
 6.309573e+05      1.000000e-03      4.202036e-04     
 6.606934e+05      1.000000e-03      4.025844e-04     
 6.918309e+05      1.000000e-03      3.856018e-04     
 7.244359e+05      1.000000e-03      3.692453e-04     
 7.585775e+05      1.000000e-03      3.535030e-04     
 7.943282e+05      1.000000e-03      3.383615e-04     
 8.317637e+05      1.000000e-03      3.238067e-04     
 8.709635e+05      1.000000e-03      3.098235e-04     
 9.120108e+05      1.000000e-03      2.963963e-04     
 9.549925e+05      1.000000e-03      2.835090e-04     
 1.000000e+06      1.000000e-03      2.711451e-04     
 1.047128e+06      1.000000e-03      2.592880e-04     
 1.096478e+06      1.000000e-03      2.479210e-04     
 1.148153e+06      1.000000e-03      2.370274e-04     
 1.202264e+06      1.000000e-03      2.265907e-04     
 1.258925e+06      1.000000e-03      2.165945e-04     
 1.318256e+06      1.000000e-03      2.070226e-04     
 1.380384e+06      1.000000e-03      1.978591e-04     
 1.445439e+06      1.000000e-03      1.890885e-04     
 1.513561e+06      1.000000e-03      1.806954e-04     
 1.584893e+06      1.000000e-03      1.726652e-04     
 1.659586e+06      1.000000e-03      1.649833e-04     
 1.737800e+06      1.000000e-03      1.576358e-04     
 1.819700e+06      1.000000e-03      1.506090e-04     
 1.905460e+06      1.000000e-03      1.438897e-04     
 1.995262e+06      1.000000e-03      1.374653e-04     
 2.089296e+06      1.000000e-03      1.313234e-04     
 2.187761e+06      1.000000e-03      1.254522e-04     
 2.290867e+06      1.000000e-03      1.198401e-04     
 2.398832e+06      1.000000e-03      1.144763e-04     
 2.511886e+06      1.000000e-03      1.093500e-04     
 2.630267e+06      1.000000e-03      1.044511e-04     
 2.754228e+06      1.000000e-03      9.976985e-05     
 2.884031e+06      1.000000e-03      9.529668e-05     
 3.019951e+06      1.000000e-03      9.102262e-05     
 3.162277e+06      1.000000e-03      8.693899e-05     
 3.311311e+06      1.000000e-03      8.303747e-05     
 3.467368e+06      1.000000e-03      7.931008e-05     
 3.630780e+06      1.000000e-03      7.574917e-05     
 3.801893e+06      1.000000e-03      7.234741e-05     
 3.981071e+06      1.000000e-03      6.909778e-05     
 4.168693e+06      1.000000e-03      6.599357e-05     
 4.365158e+06      1.000000e-03      6.302833e-05     
 4.570881e+06      1.000000e-03      6.019590e-05     
 4.786300e+06      1.000000e-03      5.749039e-05     
 5.011872e+06      1.000000e-03      5.490617e-05     
 5.248074e+06      1.000000e-03      5.243782e-05     
 5.495408e+06      1.000000e-03      5.008020e-05     
 5.754399e+06      1.000000e-03      4.782836e-05     
 6.025595e+06      1.000000e-03      4.567759e-05     
 6.309573e+06      1.000000e-03      4.362337e-05     
 6.606934e+06      1.000000e-03      4.166140e-05     
 6.918309e+06      1.000000e-03      3.978754e-05     
 7.244359e+06      1.000000e-03      3.799785e-05     
 7.585775e+06      1.000000e-03      3.628857e-05     
 7.943282e+06      1.000000e-03      3.465610e-05     
 8.317637e+06      1.000000e-03      3.309699e-05     
 8.709635e+06      1.000000e-03      3.160795e-05     
 9.120108e+06      1.000000e-03      3.018585e-05     
 9.549925e+06      1.000000e-03      2.882769e-05     
 1.000000e+07      1.000000e-03      2.753058e-05     
