
freq (Hz)         v("VIN" ?resul    v("VOUT" ?resu

 1.000000e-01      1.000000e-03      8.675046e-07     
 1.047128e-01      1.000000e-03      9.085065e-07     
 1.096478e-01      1.000000e-03      9.514582e-07     
 1.148153e-01      1.000000e-03      9.964541e-07     
 1.202264e-01      1.000000e-03      1.043593e-06     
 1.258925e-01      1.000000e-03      1.092980e-06     
 1.318256e-01      1.000000e-03      1.144725e-06     
 1.380384e-01      1.000000e-03      1.198944e-06     
 1.445439e-01      1.000000e-03      1.255757e-06     
 1.513561e-01      1.000000e-03      1.315294e-06     
 1.584893e-01      1.000000e-03      1.377689e-06     
 1.659586e-01      1.000000e-03      1.443084e-06     
 1.737800e-01      1.000000e-03      1.511630e-06     
 1.819700e-01      1.000000e-03      1.583486e-06     
 1.905460e-01      1.000000e-03      1.658819e-06     
 1.995262e-01      1.000000e-03      1.737806e-06     
 2.089296e-01      1.000000e-03      1.820635e-06     
 2.187761e-01      1.000000e-03      1.907504e-06     
 2.290867e-01      1.000000e-03      1.998623e-06     
 2.398832e-01      1.000000e-03      2.094217e-06     
 2.511886e-01      1.000000e-03      2.194522e-06     
 2.630267e-01      1.000000e-03      2.299790e-06     
 2.754228e-01      1.000000e-03      2.410289e-06     
 2.884031e-01      1.000000e-03      2.526305e-06     
 3.019951e-01      1.000000e-03      2.648143e-06     
 3.162277e-01      1.000000e-03      2.776129e-06     
 3.311311e-01      1.000000e-03      2.910612e-06     
 3.467368e-01      1.000000e-03      3.051964e-06     
 3.630780e-01      1.000000e-03      3.200586e-06     
 3.801893e-01      1.000000e-03      3.356908e-06     
 3.981071e-01      1.000000e-03      3.521392e-06     
 4.168693e-01      1.000000e-03      3.694536e-06     
 4.365158e-01      1.000000e-03      3.876877e-06     
 4.570881e-01      1.000000e-03      4.068997e-06     
 4.786300e-01      1.000000e-03      4.271521e-06     
 5.011872e-01      1.000000e-03      4.485132e-06     
 5.248074e-01      1.000000e-03      4.710566e-06     
 5.495408e-01      1.000000e-03      4.948624e-06     
 5.754399e-01      1.000000e-03      5.200178e-06     
 6.025595e-01      1.000000e-03      5.466175e-06     
 6.309573e-01      1.000000e-03      5.747649e-06     
 6.606934e-01      1.000000e-03      6.045727e-06     
 6.918309e-01      1.000000e-03      6.361639e-06     
 7.244359e-01      1.000000e-03      6.696727e-06     
 7.585775e-01      1.000000e-03      7.052460e-06     
 7.943282e-01      1.000000e-03      7.430441e-06     
 8.317637e-01      1.000000e-03      7.832425e-06     
 8.709635e-01      1.000000e-03      8.260328e-06     
 9.120108e-01      1.000000e-03      8.716245e-06     
 9.549925e-01      1.000000e-03      9.202466e-06     
 1.000000e+00      1.000000e-03      9.721489e-06     
 1.047128e+00      1.000000e-03      1.027604e-05     
 1.096478e+00      1.000000e-03      1.086909e-05     
 1.148153e+00      1.000000e-03      1.150388e-05     
 1.202264e+00      1.000000e-03      1.218391e-05     
 1.258925e+00      1.000000e-03      1.291302e-05     
 1.318256e+00      1.000000e-03      1.369533e-05     
 1.380384e+00      1.000000e-03      1.453530e-05     
 1.445439e+00      1.000000e-03      1.543777e-05     
 1.513561e+00      1.000000e-03      1.640791e-05     
 1.584893e+00      1.000000e-03      1.745129e-05     
 1.659586e+00      1.000000e-03      1.857388e-05     
 1.737800e+00      1.000000e-03      1.978202e-05     
 1.819700e+00      1.000000e-03      2.108248e-05     
 1.905460e+00      1.000000e-03      2.248241e-05     
 1.995262e+00      1.000000e-03      2.398938e-05     
 2.089296e+00      1.000000e-03      2.561135e-05     
 2.187761e+00      1.000000e-03      2.735665e-05     
 2.290867e+00      1.000000e-03      2.923397e-05     
 2.398832e+00      1.000000e-03      3.125235e-05     
 2.511886e+00      1.000000e-03      3.342113e-05     
 2.630267e+00      1.000000e-03      3.574991e-05     
 2.754228e+00      1.000000e-03      3.824855e-05     
 2.884031e+00      1.000000e-03      4.092706e-05     
 3.019951e+00      1.000000e-03      4.379562e-05     
 3.162277e+00      1.000000e-03      4.686451e-05     
 3.311311e+00      1.000000e-03      5.014401e-05     
 3.467368e+00      1.000000e-03      5.364444e-05     
 3.630780e+00      1.000000e-03      5.737603e-05     
 3.801893e+00      1.000000e-03      6.134894e-05     
 3.981071e+00      1.000000e-03      6.557319e-05     
 4.168693e+00      1.000000e-03      7.005864e-05     
 4.365158e+00      1.000000e-03      7.481498e-05     
 4.570881e+00      1.000000e-03      7.985171e-05     
 4.786300e+00      1.000000e-03      8.517818e-05     
 5.011872e+00      1.000000e-03      9.080355e-05     
 5.248074e+00      1.000000e-03      9.673687e-05     
 5.495408e+00      1.000000e-03      1.029871e-04     
 5.754399e+00      1.000000e-03      1.095631e-04     
 6.025595e+00      1.000000e-03      1.164739e-04     
 6.309573e+00      1.000000e-03      1.237285e-04     
 6.606934e+00      1.000000e-03      1.313361e-04     
 6.918309e+00      1.000000e-03      1.393059e-04     
 7.244359e+00      1.000000e-03      1.476478e-04     
 7.585775e+00      1.000000e-03      1.563716e-04     
 7.943282e+00      1.000000e-03      1.654878e-04     
 8.317637e+00      1.000000e-03      1.750072e-04     
 8.709635e+00      1.000000e-03      1.849412e-04     
 9.120108e+00      1.000000e-03      1.953014e-04     
 9.549925e+00      1.000000e-03      2.061001e-04     
 1.000000e+01      1.000000e-03      2.173501e-04     
 1.047128e+01      1.000000e-03      2.290646e-04     
 1.096478e+01      1.000000e-03      2.412572e-04     
 1.148153e+01      1.000000e-03      2.539419e-04     
 1.202264e+01      1.000000e-03      2.671328e-04     
 1.258925e+01      1.000000e-03      2.808444e-04     
 1.318256e+01      1.000000e-03      2.950909e-04     
 1.380384e+01      1.000000e-03      3.098869e-04     
 1.445439e+01      1.000000e-03      3.252463e-04     
 1.513561e+01      1.000000e-03      3.411827e-04     
 1.584893e+01      1.000000e-03      3.577092e-04     
 1.659586e+01      1.000000e-03      3.748378e-04     
 1.737800e+01      1.000000e-03      3.925795e-04     
 1.819700e+01      1.000000e-03      4.109440e-04     
 1.905460e+01      1.000000e-03      4.299391e-04     
 1.995262e+01      1.000000e-03      4.495709e-04     
 2.089296e+01      1.000000e-03      4.698429e-04     
 2.187761e+01      1.000000e-03      4.907561e-04     
 2.290867e+01      1.000000e-03      5.123084e-04     
 2.398832e+01      1.000000e-03      5.344943e-04     
 2.511886e+01      1.000000e-03      5.573046e-04     
 2.630267e+01      1.000000e-03      5.807259e-04     
 2.754228e+01      1.000000e-03      6.047403e-04     
 2.884031e+01      1.000000e-03      6.293252e-04     
 3.019951e+01      1.000000e-03      6.544528e-04     
 3.162277e+01      1.000000e-03      6.800902e-04     
 3.311311e+01      1.000000e-03      7.061986e-04     
 3.467368e+01      1.000000e-03      7.327341e-04     
 3.630780e+01      1.000000e-03      7.596469e-04     
 3.801893e+01      1.000000e-03      7.868819e-04     
 3.981071e+01      1.000000e-03      8.143785e-04     
 4.168693e+01      1.000000e-03      8.420715e-04     
 4.365158e+01      1.000000e-03      8.698910e-04     
 4.570881e+01      1.000000e-03      8.977635e-04     
 4.786300e+01      1.000000e-03      9.256122e-04     
 5.011872e+01      1.000000e-03      9.533583e-04     
 5.248074e+01      1.000000e-03      9.809213e-04     
 5.495408e+01      1.000000e-03      1.008220e-03     
 5.754399e+01      1.000000e-03      1.035176e-03     
 6.025595e+01      1.000000e-03      1.061711e-03     
 6.309573e+01      1.000000e-03      1.087749e-03     
 6.606934e+01      1.000000e-03      1.113220e-03     
 6.918309e+01      1.000000e-03      1.138057e-03     
 7.244359e+01      1.000000e-03      1.162199e-03     
 7.585775e+01      1.000000e-03      1.185594e-03     
 7.943282e+01      1.000000e-03      1.208193e-03     
 8.317637e+01      1.000000e-03      1.229958e-03     
 8.709635e+01      1.000000e-03      1.250857e-03     
 9.120108e+01      1.000000e-03      1.270864e-03     
 9.549925e+01      1.000000e-03      1.289965e-03     
 1.000000e+02      1.000000e-03      1.308149e-03     
 1.047128e+02      1.000000e-03      1.325414e-03     
 1.096478e+02      1.000000e-03      1.341765e-03     
 1.148153e+02      1.000000e-03      1.357213e-03     
 1.202264e+02      1.000000e-03      1.371771e-03     
 1.258925e+02      1.000000e-03      1.385462e-03     
 1.318256e+02      1.000000e-03      1.398309e-03     
 1.380384e+02      1.000000e-03      1.410340e-03     
 1.445439e+02      1.000000e-03      1.421584e-03     
 1.513561e+02      1.000000e-03      1.432076e-03     
 1.584893e+02      1.000000e-03      1.441848e-03     
 1.659586e+02      1.000000e-03      1.450935e-03     
 1.737800e+02      1.000000e-03      1.459373e-03     
 1.819700e+02      1.000000e-03      1.467197e-03     
 1.905460e+02      1.000000e-03      1.474443e-03     
 1.995262e+02      1.000000e-03      1.481144e-03     
 2.089296e+02      1.000000e-03      1.487336e-03     
 2.187761e+02      1.000000e-03      1.493051e-03     
 2.290867e+02      1.000000e-03      1.498320e-03     
 2.398832e+02      1.000000e-03      1.503174e-03     
 2.511886e+02      1.000000e-03      1.507642e-03     
 2.630267e+02      1.000000e-03      1.511752e-03     
 2.754228e+02      1.000000e-03      1.515529e-03     
 2.884031e+02      1.000000e-03      1.518999e-03     
 3.019951e+02      1.000000e-03      1.522183e-03     
 3.162277e+02      1.000000e-03      1.525105e-03     
 3.311311e+02      1.000000e-03      1.527785e-03     
 3.467368e+02      1.000000e-03      1.530241e-03     
 3.630780e+02      1.000000e-03      1.532491e-03     
 3.801893e+02      1.000000e-03      1.534552e-03     
 3.981071e+02      1.000000e-03      1.536438e-03     
 4.168693e+02      1.000000e-03      1.538164e-03     
 4.365158e+02      1.000000e-03      1.539744e-03     
 4.570881e+02      1.000000e-03      1.541189e-03     
 4.786300e+02      1.000000e-03      1.542510e-03     
 5.011872e+02      1.000000e-03      1.543717e-03     
 5.248074e+02      1.000000e-03      1.544821e-03     
 5.495408e+02      1.000000e-03      1.545830e-03     
 5.754399e+02      1.000000e-03      1.546751e-03     
 6.025595e+02      1.000000e-03      1.547593e-03     
 6.309573e+02      1.000000e-03      1.548361e-03     
 6.606934e+02      1.000000e-03      1.549063e-03     
 6.918309e+02      1.000000e-03      1.549704e-03     
 7.244359e+02      1.000000e-03      1.550289e-03     
 7.585775e+02      1.000000e-03      1.550823e-03     
 7.943282e+02      1.000000e-03      1.551310e-03     
 8.317637e+02      1.000000e-03      1.551754e-03     
