
freq (Hz)         v("VIN" ?resul    v("VOUT" ?resu
 3.630780e+00      1.000000e-03      1.373324e-02     
 3.801893e+00      1.000000e-03      1.431549e-02     
 3.981071e+00      1.000000e-03      1.492071e-02     
 4.168693e+00      1.000000e-03      1.554922e-02     
 4.365158e+00      1.000000e-03      1.620129e-02     
 4.570881e+00      1.000000e-03      1.687709e-02     
 4.786300e+00      1.000000e-03      1.757671e-02     
 5.011872e+00      1.000000e-03      1.830014e-02     
 5.248074e+00      1.000000e-03      1.904724e-02     
 5.495408e+00      1.000000e-03      1.981776e-02     
 5.754399e+00      1.000000e-03      2.061131e-02     
 6.025595e+00      1.000000e-03      2.142733e-02     
 6.309573e+00      1.000000e-03      2.226512e-02     
 6.606934e+00      1.000000e-03      2.312378e-02     
 6.918309e+00      1.000000e-03      2.400224e-02     
 7.244359e+00      1.000000e-03      2.489925e-02     
 7.585775e+00      1.000000e-03      2.581335e-02     
 7.943282e+00      1.000000e-03      2.674286e-02     
 8.317637e+00      1.000000e-03      2.768595e-02     
 8.709635e+00      1.000000e-03      2.864056e-02     
 9.120108e+00      1.000000e-03      2.960446e-02     
 9.549925e+00      1.000000e-03      3.057526e-02     
 1.000000e+01      1.000000e-03      3.155040e-02     
 1.047128e+01      1.000000e-03      3.252721e-02     
 1.096478e+01      1.000000e-03      3.350291e-02     
 1.148153e+01      1.000000e-03      3.447466e-02     
 1.202264e+01      1.000000e-03      3.543957e-02     
 1.258925e+01      1.000000e-03      3.639477e-02     
 1.318256e+01      1.000000e-03      3.733741e-02     
 1.380384e+01      1.000000e-03      3.826475e-02     
 1.445439e+01      1.000000e-03      3.917412e-02     
 1.513561e+01      1.000000e-03      4.006305e-02     
 1.584893e+01      1.000000e-03      4.092923e-02     
 1.659586e+01      1.000000e-03      4.177056e-02     
 1.737800e+01      1.000000e-03      4.258519e-02     
 1.819700e+01      1.000000e-03      4.337151e-02     
 1.905460e+01      1.000000e-03      4.412820e-02     
 1.995262e+01      1.000000e-03      4.485419e-02     
 2.089296e+01      1.000000e-03      4.554870e-02     
 2.187761e+01      1.000000e-03      4.621121e-02     
 2.290867e+01      1.000000e-03      4.684145e-02     
 2.398832e+01      1.000000e-03      4.743941e-02     
 2.511886e+01      1.000000e-03      4.800530e-02     
 2.630267e+01      1.000000e-03      4.853952e-02     
 2.754228e+01      1.000000e-03      4.904268e-02     
 2.884031e+01      1.000000e-03      4.951552e-02     
 3.019951e+01      1.000000e-03      4.995894e-02     
 3.162277e+01      1.000000e-03      5.037394e-02     
 3.311311e+01      1.000000e-03      5.076159e-02     
 3.467368e+01      1.000000e-03      5.112307e-02     
 3.630780e+01      1.000000e-03      5.145957e-02     
 3.801893e+01      1.000000e-03      5.177232e-02     
 3.981071e+01      1.000000e-03      5.206257e-02     
 4.168693e+01      1.000000e-03      5.233156e-02     
 4.365158e+01      1.000000e-03      5.258054e-02     
 4.570881e+01      1.000000e-03      5.281071e-02     
 4.786300e+01      1.000000e-03      5.302325e-02     
 5.011872e+01      1.000000e-03      5.321930e-02     
 5.248074e+01      1.000000e-03      5.339996e-02     
 5.495408e+01      1.000000e-03      5.356628e-02     
 5.754399e+01      1.000000e-03      5.371927e-02     
 6.025595e+01      1.000000e-03      5.385988e-02     
 6.309573e+01      1.000000e-03      5.398900e-02     
 6.606934e+01      1.000000e-03      5.410749e-02     
 6.918309e+01      1.000000e-03      5.421614e-02     
 7.244359e+01      1.000000e-03      5.431569e-02     
 7.585775e+01      1.000000e-03      5.440685e-02     
 7.943282e+01      1.000000e-03      5.449025e-02     
 8.317637e+01      1.000000e-03      5.456650e-02     
 8.709635e+01      1.000000e-03      5.463617e-02     
 9.120108e+01      1.000000e-03      5.469975e-02     
 9.549925e+01      1.000000e-03      5.475775e-02     
 1.000000e+02      1.000000e-03      5.481058e-02     
 1.047128e+02      1.000000e-03      5.485867e-02     
 1.096478e+02      1.000000e-03      5.490237e-02     
 1.148153e+02      1.000000e-03      5.494203e-02     
 1.202264e+02      1.000000e-03      5.497797e-02     
 1.258925e+02      1.000000e-03      5.501046e-02     
 1.318256e+02      1.000000e-03      5.503976e-02     
 1.380384e+02      1.000000e-03      5.506610e-02     
 1.445439e+02      1.000000e-03      5.508971e-02     
 1.513561e+02      1.000000e-03      5.511076e-02     
 1.584893e+02      1.000000e-03      5.512943e-02     
 1.659586e+02      1.000000e-03      5.514587e-02     
 1.737800e+02      1.000000e-03      5.516021e-02     
 1.819700e+02      1.000000e-03      5.517257e-02     
 1.905460e+02      1.000000e-03      5.518305e-02     
 1.995262e+02      1.000000e-03      5.519174e-02     
 2.089296e+02      1.000000e-03      5.519871e-02     
 2.187761e+02      1.000000e-03      5.520401e-02     
 2.290867e+02      1.000000e-03      5.520769e-02     
 2.398832e+02      1.000000e-03      5.520978e-02     
 2.511886e+02      1.000000e-03      5.521029e-02     
 2.630267e+02      1.000000e-03      5.520923e-02     
 2.754228e+02      1.000000e-03      5.520660e-02     
 2.884031e+02      1.000000e-03      5.520236e-02     
 3.019951e+02      1.000000e-03      5.519649e-02     
 3.162277e+02      1.000000e-03      5.518894e-02     
 3.311311e+02      1.000000e-03      5.517964e-02     
 3.467368e+02      1.000000e-03      5.516852e-02     
 3.630780e+02      1.000000e-03      5.515549e-02     
 3.801893e+02      1.000000e-03      5.514044e-02     
 3.981071e+02      1.000000e-03      5.512325e-02     
 4.168693e+02      1.000000e-03      5.510377e-02     
 4.365158e+02      1.000000e-03      5.508186e-02     
 4.570881e+02      1.000000e-03      5.505733e-02     
 4.786300e+02      1.000000e-03      5.502999e-02     
 5.011872e+02      1.000000e-03      5.499962e-02     
 5.248074e+02      1.000000e-03      5.496597e-02     
 5.495408e+02      1.000000e-03      5.492878e-02     
 5.754399e+02      1.000000e-03      5.488776e-02     
 6.025595e+02      1.000000e-03      5.484258e-02     
 6.309573e+02      1.000000e-03      5.479289e-02     
 6.606934e+02      1.000000e-03      5.473832e-02     
 6.918309e+02      1.000000e-03      5.467844e-02     
 7.244359e+02      1.000000e-03      5.461281e-02     
 7.585775e+02      1.000000e-03      5.454092e-02     
 7.943282e+02      1.000000e-03      5.446226e-02     
 8.317637e+02      1.000000e-03      5.437624e-02     
 8.709635e+02      1.000000e-03      5.428225e-02     
 9.120108e+02      1.000000e-03      5.417962e-02     
 9.549925e+02      1.000000e-03      5.406764e-02     
 1.000000e+03      1.000000e-03      5.394554e-02     
 1.047128e+03      1.000000e-03      5.381252e-02     
 1.096478e+03      1.000000e-03      5.366770e-02     
 1.148153e+03      1.000000e-03      5.351018e-02     
 1.202264e+03      1.000000e-03      5.333896e-02     
 1.258925e+03      1.000000e-03      5.315304e-02     
 1.318256e+03      1.000000e-03      5.295135e-02     
 1.380384e+03      1.000000e-03      5.273276e-02     
 1.445439e+03      1.000000e-03      5.249613e-02     
 1.513561e+03      1.000000e-03      5.224024e-02     
 1.584893e+03      1.000000e-03      5.196389e-02     
 1.659586e+03      1.000000e-03      5.166583e-02     
 1.737800e+03      1.000000e-03      5.134480e-02     
 1.819700e+03      1.000000e-03      5.099956e-02     
 1.905460e+03      1.000000e-03      5.062888e-02     
 1.995262e+03      1.000000e-03      5.023156e-02     
 2.089296e+03      1.000000e-03      4.980647e-02     
 2.187761e+03      1.000000e-03      4.935252e-02     
 2.290867e+03      1.000000e-03      4.886876e-02     
 2.398832e+03      1.000000e-03      4.835432e-02     
 2.511886e+03      1.000000e-03      4.780849e-02     
 2.630267e+03      1.000000e-03      4.723074e-02     
 2.754228e+03      1.000000e-03      4.662070e-02     
 2.884031e+03      1.000000e-03      4.597823e-02     
 3.019951e+03      1.000000e-03      4.530341e-02     
 3.162277e+03      1.000000e-03      4.459658e-02     
 3.311311e+03      1.000000e-03      4.385835e-02     
 3.467368e+03      1.000000e-03      4.308957e-02     
 3.630780e+03      1.000000e-03      4.229139e-02     
 3.801893e+03      1.000000e-03      4.146522e-02     
 3.981071e+03      1.000000e-03      4.061274e-02     
 4.168693e+03      1.000000e-03      3.973588e-02     
 4.365158e+03      1.000000e-03      3.883679e-02     
 4.570881e+03      1.000000e-03      3.791785e-02     
 4.786300e+03      1.000000e-03      3.698158e-02     
 5.011872e+03      1.000000e-03      3.603066e-02     
 5.248074e+03      1.000000e-03      3.506789e-02     
 5.495408e+03      1.000000e-03      3.409610e-02     
 5.754399e+03      1.000000e-03      3.311818e-02     
 6.025595e+03      1.000000e-03      3.213699e-02     
 6.309573e+03      1.000000e-03      3.115536e-02     
 6.606934e+03      1.000000e-03      3.017602e-02     
 6.918309e+03      1.000000e-03      2.920162e-02     
 7.244359e+03      1.000000e-03      2.823464e-02     
 7.585775e+03      1.000000e-03      2.727743e-02     
 7.943282e+03      1.000000e-03      2.633215e-02     
 8.317637e+03      1.000000e-03      2.540077e-02     
 8.709635e+03      1.000000e-03      2.448509e-02     
 9.120108e+03      1.000000e-03      2.358669e-02     
 9.549925e+03      1.000000e-03      2.270694e-02     
 1.000000e+04      1.000000e-03      2.184706e-02     
 1.047128e+04      1.000000e-03      2.100802e-02     
 1.096478e+04      1.000000e-03      2.019066e-02     
 1.148153e+04      1.000000e-03      1.939562e-02     
 1.202264e+04      1.000000e-03      1.862339e-02     
 1.258925e+04      1.000000e-03      1.787430e-02     
 1.318256e+04      1.000000e-03      1.714855e-02     
 1.380384e+04      1.000000e-03      1.644622e-02     
 1.445439e+04      1.000000e-03      1.576728e-02     
 1.513561e+04      1.000000e-03      1.511159e-02     
 1.584893e+04      1.000000e-03      1.447894e-02     
 1.659586e+04      1.000000e-03      1.386902e-02     
 1.737800e+04      1.000000e-03      1.328149e-02     
 1.819700e+04      1.000000e-03      1.271592e-02     
 1.905460e+04      1.000000e-03      1.217186e-02     
 1.995262e+04      1.000000e-03      1.164880e-02     
 2.089296e+04      1.000000e-03      1.114623e-02     
 2.187761e+04      1.000000e-03      1.066357e-02     
 2.290867e+04      1.000000e-03      1.020027e-02     
 2.398832e+04      1.000000e-03      9.755754e-03     
 2.511886e+04      1.000000e-03      9.329411e-03     
 2.630267e+04      1.000000e-03      8.920656e-03     
 2.754228e+04      1.000000e-03      8.528897e-03     
 2.884031e+04      1.000000e-03      8.153540e-03     
 3.019951e+04      1.000000e-03      7.794002e-03     
 3.162277e+04      1.000000e-03      7.449705e-03     
 3.311311e+04      1.000000e-03      7.120081e-03     
 3.467368e+04      1.000000e-03      6.804571e-03     
 3.630780e+04      1.000000e-03      6.502633e-03     
 3.801893e+04      1.000000e-03      6.213734e-03     
 3.981071e+04      1.000000e-03      5.937358e-03     
 4.168693e+04      1.000000e-03      5.673000e-03     
 4.365158e+04      1.000000e-03      5.420175e-03     
 4.570881e+04      1.000000e-03      5.178408e-03     
 4.786300e+04      1.000000e-03      4.947244e-03     
 5.011872e+04      1.000000e-03      4.726240e-03     
 5.248074e+04      1.000000e-03      4.514970e-03     
 5.495408e+04      1.000000e-03      4.313023e-03     
 5.754399e+04      1.000000e-03      4.120004e-03     
 6.025595e+04      1.000000e-03      3.935531e-03     
 6.309573e+04      1.000000e-03      3.759238e-03     
 6.606934e+04      1.000000e-03      3.590772e-03     
 6.918309e+04      1.000000e-03      3.429795e-03     
 7.244359e+04      1.000000e-03      3.275981e-03     
 7.585775e+04      1.000000e-03      3.129019e-03     
 7.943282e+04      1.000000e-03      2.988609e-03     
 8.317637e+04      1.000000e-03      2.854465e-03     
 8.709635e+04      1.000000e-03      2.726312e-03     
 9.120108e+04      1.000000e-03      2.603885e-03     
 9.549925e+04      1.000000e-03      2.486932e-03     
 1.000000e+05      1.000000e-03      2.375213e-03     
 1.047128e+05      1.000000e-03      2.268494e-03     
 1.096478e+05      1.000000e-03      2.166555e-03     
 1.148153e+05      1.000000e-03      2.069183e-03     
 1.202264e+05      1.000000e-03      1.976176e-03     
 1.258925e+05      1.000000e-03      1.887339e-03     
 1.318256e+05      1.000000e-03      1.802486e-03     
 1.380384e+05      1.000000e-03      1.721441e-03     
 1.445439e+05      1.000000e-03      1.644034e-03     
 1.513561e+05      1.000000e-03      1.570101e-03     
 1.584893e+05      1.000000e-03      1.499487e-03     
 1.659586e+05      1.000000e-03      1.432045e-03     
 1.737800e+05      1.000000e-03      1.367633e-03     
 1.819700e+05      1.000000e-03      1.306114e-03     
 1.905460e+05      1.000000e-03      1.247360e-03     
 1.995262e+05      1.000000e-03      1.191246e-03     
 2.089296e+05      1.000000e-03      1.137654e-03     
 2.187761e+05      1.000000e-03      1.086472e-03     
 2.290867e+05      1.000000e-03      1.037590e-03     
 2.398832e+05      1.000000e-03      9.909062e-04     
 2.511886e+05      1.000000e-03      9.463214e-04     
 2.630267e+05      1.000000e-03      9.037415e-04     
 2.754228e+05      1.000000e-03      8.630765e-04     
 2.884031e+05      1.000000e-03      8.242405e-04     
 3.019951e+05      1.000000e-03      7.871512e-04     
 3.162277e+05      1.000000e-03      7.517302e-04     
 3.311311e+05      1.000000e-03      7.179025e-04     
 3.467368e+05      1.000000e-03      6.855966e-04     
 3.630780e+05      1.000000e-03      6.547441e-04     
 3.801893e+05      1.000000e-03      6.252796e-04     
 3.981071e+05      1.000000e-03      5.971406e-04     
 4.168693e+05      1.000000e-03      5.702678e-04     
 4.365158e+05      1.000000e-03      5.446040e-04     
 4.570881e+05      1.000000e-03      5.200949e-04     
 4.786300e+05      1.000000e-03      4.966887e-04     
 5.011872e+05      1.000000e-03      4.743357e-04     
 5.248074e+05      1.000000e-03      4.529885e-04     
 5.495408e+05      1.000000e-03      4.326018e-04     
 5.754399e+05      1.000000e-03      4.131326e-04     
 6.025595e+05      1.000000e-03      3.945395e-04     
 6.309573e+05      1.000000e-03      3.767831e-04     
 6.606934e+05      1.000000e-03      3.598257e-04     
 6.918309e+05      1.000000e-03      3.436315e-04     
 7.244359e+05      1.000000e-03      3.281660e-04     
 7.585775e+05      1.000000e-03      3.133965e-04     
 7.943282e+05      1.000000e-03      2.992917e-04     
 8.317637e+05      1.000000e-03      2.858217e-04     
 8.709635e+05      1.000000e-03      2.729578e-04     
 9.120108e+05      1.000000e-03      2.606729e-04     
 9.549925e+05      1.000000e-03      2.489408e-04     
 1.000000e+06      1.000000e-03      2.377368e-04     
 1.047128e+06      1.000000e-03      2.270370e-04     
 1.096478e+06      1.000000e-03      2.168187e-04     
 1.148153e+06      1.000000e-03      2.070603e-04     
 1.202264e+06      1.000000e-03      1.977410e-04     
 1.258925e+06      1.000000e-03      1.888412e-04     
 1.318256e+06      1.000000e-03      1.803420e-04     
 1.380384e+06      1.000000e-03      1.722252e-04     
 1.445439e+06      1.000000e-03      1.644737e-04     
 1.513561e+06      1.000000e-03      1.570711e-04     
 1.584893e+06      1.000000e-03      1.500017e-04     
 1.659586e+06      1.000000e-03      1.432504e-04     
 1.737800e+06      1.000000e-03      1.368030e-04     
 1.819700e+06      1.000000e-03      1.306457e-04     
 1.905460e+06      1.000000e-03      1.247655e-04     
 1.995262e+06      1.000000e-03      1.191500e-04     
 2.089296e+06      1.000000e-03      1.137872e-04     
 2.187761e+06      1.000000e-03      1.086658e-04     
 2.290867e+06      1.000000e-03      1.037749e-04     
 2.398832e+06      1.000000e-03      9.910408e-05     
 2.511886e+06      1.000000e-03      9.464347e-05     
 2.630267e+06      1.000000e-03      9.038361e-05     
 2.754228e+06      1.000000e-03      8.631545e-05     
 2.884031e+06      1.000000e-03      8.243039e-05     
 3.019951e+06      1.000000e-03      7.872017e-05     
 3.162277e+06      1.000000e-03      7.517692e-05     
 3.311311e+06      1.000000e-03      7.179313e-05     
 3.467368e+06      1.000000e-03      6.856163e-05     
 3.630780e+06      1.000000e-03      6.547555e-05     
 3.801893e+06      1.000000e-03      6.252835e-05     
 3.981071e+06      1.000000e-03      5.971378e-05     
 4.168693e+06      1.000000e-03      5.702588e-05     
 4.365158e+06      1.000000e-03      5.445893e-05     
 4.570881e+06      1.000000e-03      5.200750e-05     
 4.786300e+06      1.000000e-03      4.966638e-05     
 5.011872e+06      1.000000e-03      4.743061e-05     
 5.248074e+06      1.000000e-03      4.529545e-05     
 5.495408e+06      1.000000e-03      4.325636e-05     
 5.754399e+06      1.000000e-03      4.130903e-05     
 6.025595e+06      1.000000e-03      3.944932e-05     
 6.309573e+06      1.000000e-03      3.767328e-05     
 6.606934e+06      1.000000e-03      3.597716e-05     
 6.918309e+06      1.000000e-03      3.435735e-05     
 7.244359e+06      1.000000e-03      3.281041e-05     
 7.585775e+06      1.000000e-03      3.133307e-05     
 7.943282e+06      1.000000e-03      2.992219e-05     
 8.317637e+06      1.000000e-03      2.857478e-05     
 8.709635e+06      1.000000e-03      2.728798e-05     
 9.120108e+06      1.000000e-03      2.605907e-05     
 9.549925e+06      1.000000e-03      2.488542e-05     
 1.000000e+07      1.000000e-03      2.376457e-05     
