
time (s)          v("VIN" ?resul    v("VOUT" ?resu    getData("VDD:p
 7.400000e-05      2.500448e+00      1.448967e+00     -4.170118e-04     
 7.600000e-05      2.500459e+00      1.448397e+00     -4.170787e-04     
 7.800000e-05      2.500470e+00      1.447826e+00     -4.171458e-04     
 8.000000e-05      2.500481e+00      1.447252e+00     -4.172132e-04     
 8.200000e-05      2.500492e+00      1.446676e+00     -4.172808e-04     
 8.400000e-05      2.500503e+00      1.446100e+00     -4.173485e-04     
 8.600000e-05      2.500514e+00      1.445522e+00     -4.174164e-04     
 8.800000e-05      2.500525e+00      1.444943e+00     -4.174843e-04     
 9.000000e-05      2.500535e+00      1.444364e+00     -4.175523e-04     
 9.200000e-05      2.500546e+00      1.443785e+00     -4.176204e-04     
 9.400000e-05      2.500556e+00      1.443205e+00     -4.176884e-04     
 9.600000e-05      2.500567e+00      1.442626e+00     -4.177564e-04     
 9.800000e-05      2.500577e+00      1.442048e+00     -4.178243e-04     
 1.000000e-04      2.500587e+00      1.441470e+00     -4.178922e-04     
 1.020000e-04      2.500597e+00      1.440894e+00     -4.179599e-04     
 1.040000e-04      2.500607e+00      1.440318e+00     -4.180274e-04     
 1.060000e-04      2.500617e+00      1.439744e+00     -4.180948e-04     
 1.080000e-04      2.500627e+00      1.439172e+00     -4.181620e-04     
 1.100000e-04      2.500637e+00      1.438602e+00     -4.182290e-04     
 1.120000e-04      2.500647e+00      1.438033e+00     -4.182957e-04     
 1.140000e-04      2.500656e+00      1.437467e+00     -4.183622e-04     
 1.160000e-04      2.500666e+00      1.436904e+00     -4.184284e-04     
 1.180000e-04      2.500675e+00      1.436343e+00     -4.184943e-04     
 1.200000e-04      2.500684e+00      1.435785e+00     -4.185598e-04     
 1.220000e-04      2.500693e+00      1.435230e+00     -4.186250e-04     
 1.240000e-04      2.500702e+00      1.434678e+00     -4.186898e-04     
 1.260000e-04      2.500711e+00      1.434129e+00     -4.187542e-04     
 1.280000e-04      2.500720e+00      1.433584e+00     -4.188182e-04     
 1.300000e-04      2.500728e+00      1.433043e+00     -4.188818e-04     
 1.320000e-04      2.500737e+00      1.432505e+00     -4.189450e-04     
 1.340000e-04      2.500745e+00      1.431971e+00     -4.190077e-04     
 1.360000e-04      2.500754e+00      1.431442e+00     -4.190699e-04     
 1.380000e-04      2.500762e+00      1.430916e+00     -4.191316e-04     
 1.400000e-04      2.500770e+00      1.430395e+00     -4.191928e-04     
 1.420000e-04      2.500778e+00      1.429878e+00     -4.192535e-04     
 1.440000e-04      2.500786e+00      1.429366e+00     -4.193136e-04     
 1.460000e-04      2.500793e+00      1.428859e+00     -4.193732e-04     
 1.480000e-04      2.500801e+00      1.428356e+00     -4.194322e-04     
 1.500000e-04      2.500809e+00      1.427858e+00     -4.194906e-04     
 1.520000e-04      2.500816e+00      1.427366e+00     -4.195485e-04     
 1.540000e-04      2.500823e+00      1.426879e+00     -4.196057e-04     
 1.560000e-04      2.500830e+00      1.426397e+00     -4.196623e-04     
 1.580000e-04      2.500837e+00      1.425920e+00     -4.197183e-04     
 1.600000e-04      2.500844e+00      1.425449e+00     -4.197736e-04     
 1.620000e-04      2.500850e+00      1.424983e+00     -4.198283e-04     
 1.640000e-04      2.500857e+00      1.424524e+00     -4.198823e-04     
 1.660000e-04      2.500863e+00      1.424070e+00     -4.199356e-04     
 1.680000e-04      2.500870e+00      1.423621e+00     -4.199882e-04     
 1.700000e-04      2.500876e+00      1.423179e+00     -4.200401e-04     
 1.720000e-04      2.500882e+00      1.422743e+00     -4.200913e-04     
 1.740000e-04      2.500888e+00      1.422314e+00     -4.201418e-04     
 1.760000e-04      2.500893e+00      1.421890e+00     -4.201915e-04     
 1.780000e-04      2.500899e+00      1.421473e+00     -4.202405e-04     
 1.800000e-04      2.500904e+00      1.421062e+00     -4.202887e-04     
 1.820000e-04      2.500910e+00      1.420658e+00     -4.203362e-04     
 1.840000e-04      2.500915e+00      1.420261e+00     -4.203829e-04     
 1.860000e-04      2.500920e+00      1.419870e+00     -4.204288e-04     
 1.880000e-04      2.500925e+00      1.419485e+00     -4.204739e-04     
 1.900000e-04      2.500929e+00      1.419108e+00     -4.205182e-04     
 1.920000e-04      2.500934e+00      1.418738e+00     -4.205617e-04     
 1.940000e-04      2.500938e+00      1.418374e+00     -4.206044e-04     
 1.960000e-04      2.500942e+00      1.418018e+00     -4.206463e-04     
 1.980000e-04      2.500947e+00      1.417668e+00     -4.206873e-04     
 2.000000e-04      2.500951e+00      1.417326e+00     -4.207275e-04     
 2.020000e-04      2.500954e+00      1.416991e+00     -4.207668e-04     
 2.040000e-04      2.500958e+00      1.416664e+00     -4.208053e-04     
 2.060000e-04      2.500962e+00      1.416343e+00     -4.208429e-04     
 2.080000e-04      2.500965e+00      1.416031e+00     -4.208796e-04     
 2.100000e-04      2.500968e+00      1.415725e+00     -4.209155e-04     
 2.120000e-04      2.500971e+00      1.415427e+00     -4.209505e-04     
 2.140000e-04      2.500974e+00      1.415137e+00     -4.209846e-04     
 2.160000e-04      2.500977e+00      1.414854e+00     -4.210178e-04     
 2.180000e-04      2.500979e+00      1.414579e+00     -4.210501e-04     
 2.200000e-04      2.500982e+00      1.414312e+00     -4.210815e-04     
 2.220000e-04      2.500984e+00      1.414052e+00     -4.211119e-04     
 2.240000e-04      2.500986e+00      1.413801e+00     -4.211415e-04     
 2.260000e-04      2.500988e+00      1.413557e+00     -4.211701e-04     
 2.280000e-04      2.500990e+00      1.413321e+00     -4.211978e-04     
 2.300000e-04      2.500992e+00      1.413093e+00     -4.212246e-04     
 2.320000e-04      2.500993e+00      1.412873e+00     -4.212505e-04     
 2.340000e-04      2.500994e+00      1.412661e+00     -4.212754e-04     
 2.360000e-04      2.500996e+00      1.412457e+00     -4.212993e-04     
 2.380000e-04      2.500997e+00      1.412261e+00     -4.213223e-04     
 2.400000e-04      2.500998e+00      1.412073e+00     -4.213444e-04     
 2.420000e-04      2.500998e+00      1.411894e+00     -4.213655e-04     
 2.440000e-04      2.500999e+00      1.411722e+00     -4.213856e-04     
 2.460000e-04      2.500999e+00      1.411559e+00     -4.214048e-04     
 2.480000e-04      2.500999e+00      1.411404e+00     -4.214230e-04     
 2.500000e-04      2.501000e+00      1.411257e+00     -4.214402e-04     
 2.520000e-04      2.500999e+00      1.411119e+00     -4.214565e-04     
 2.540000e-04      2.500999e+00      1.410989e+00     -4.214717e-04     
 2.560000e-04      2.500999e+00      1.410867e+00     -4.214860e-04     
 2.580000e-04      2.500998e+00      1.410753e+00     -4.214994e-04     
 2.600000e-04      2.500998e+00      1.410648e+00     -4.215117e-04     
 2.620000e-04      2.500997e+00      1.410552e+00     -4.215231e-04     
 2.640000e-04      2.500996e+00      1.410463e+00     -4.215334e-04     
 2.660000e-04      2.500994e+00      1.410383e+00     -4.215428e-04     
 2.680000e-04      2.500993e+00      1.410312e+00     -4.215512e-04     
 2.700000e-04      2.500992e+00      1.410249e+00     -4.215586e-04     
 2.720000e-04      2.500990e+00      1.410194e+00     -4.215650e-04     
 2.740000e-04      2.500988e+00      1.410148e+00     -4.215704e-04     
 2.760000e-04      2.500986e+00      1.410111e+00     -4.215748e-04     
 2.780000e-04      2.500984e+00      1.410081e+00     -4.215783e-04     
 2.800000e-04      2.500982e+00      1.410061e+00     -4.215807e-04     
 2.820000e-04      2.500979e+00      1.410048e+00     -4.215821e-04     
 2.840000e-04      2.500977e+00      1.410045e+00     -4.215826e-04     
 2.860000e-04      2.500974e+00      1.410049e+00     -4.215820e-04     
 2.880000e-04      2.500971e+00      1.410063e+00     -4.215805e-04     
 2.900000e-04      2.500968e+00      1.410084e+00     -4.215779e-04     
 2.920000e-04      2.500965e+00      1.410114e+00     -4.215744e-04     
 2.940000e-04      2.500962e+00      1.410153e+00     -4.215698e-04     
 2.960000e-04      2.500958e+00      1.410200e+00     -4.215643e-04     
 2.980000e-04      2.500954e+00      1.410256e+00     -4.215578e-04     
 3.000000e-04      2.500951e+00      1.410320e+00     -4.215503e-04     
 3.020000e-04      2.500947e+00      1.410392e+00     -4.215418e-04     
 3.040000e-04      2.500942e+00      1.410473e+00     -4.215323e-04     
 3.060000e-04      2.500938e+00      1.410562e+00     -4.215218e-04     
 3.080000e-04      2.500934e+00      1.410660e+00     -4.215103e-04     
 3.100000e-04      2.500929e+00      1.410766e+00     -4.214979e-04     
 3.120000e-04      2.500925e+00      1.410880e+00     -4.214844e-04     
 3.140000e-04      2.500920e+00      1.411003e+00     -4.214700e-04     
 3.160000e-04      2.500915e+00      1.411134e+00     -4.214546e-04     
 3.180000e-04      2.500910e+00      1.411274e+00     -4.214383e-04     
 3.200000e-04      2.500904e+00      1.411421e+00     -4.214209e-04     
 3.220000e-04      2.500899e+00      1.411577e+00     -4.214026e-04     
 3.240000e-04      2.500893e+00      1.411741e+00     -4.213833e-04     
 3.260000e-04      2.500888e+00      1.411914e+00     -4.213631e-04     
 3.280000e-04      2.500882e+00      1.412094e+00     -4.213419e-04     
 3.300000e-04      2.500876e+00      1.412283e+00     -4.213197e-04     
 3.320000e-04      2.500870e+00      1.412480e+00     -4.212966e-04     
 3.340000e-04      2.500863e+00      1.412685e+00     -4.212725e-04     
 3.360000e-04      2.500857e+00      1.412898e+00     -4.212475e-04     
 3.380000e-04      2.500850e+00      1.413119e+00     -4.212215e-04     
 3.400000e-04      2.500844e+00      1.413348e+00     -4.211946e-04     
 3.420000e-04      2.500837e+00      1.413585e+00     -4.211668e-04     
 3.440000e-04      2.500830e+00      1.413830e+00     -4.211380e-04     
 3.460000e-04      2.500823e+00      1.414083e+00     -4.211084e-04     
 3.480000e-04      2.500816e+00      1.414344e+00     -4.210777e-04     
 3.500000e-04      2.500809e+00      1.414612e+00     -4.210462e-04     
 3.520000e-04      2.500801e+00      1.414888e+00     -4.210138e-04     
 3.540000e-04      2.500793e+00      1.415172e+00     -4.209804e-04     
 3.560000e-04      2.500786e+00      1.415464e+00     -4.209462e-04     
 3.580000e-04      2.500778e+00      1.415763e+00     -4.209110e-04     
 3.600000e-04      2.500770e+00      1.416070e+00     -4.208750e-04     
 3.620000e-04      2.500762e+00      1.416384e+00     -4.208381e-04     
 3.640000e-04      2.500754e+00      1.416706e+00     -4.208003e-04     
 3.660000e-04      2.500745e+00      1.417036e+00     -4.207616e-04     
 3.680000e-04      2.500737e+00      1.417372e+00     -4.207220e-04     
 3.700000e-04      2.500728e+00      1.417717e+00     -4.206816e-04     
 3.720000e-04      2.500720e+00      1.418068e+00     -4.206404e-04     
 3.740000e-04      2.500711e+00      1.418427e+00     -4.205983e-04     
 3.760000e-04      2.500702e+00      1.418792e+00     -4.205553e-04     
 3.780000e-04      2.500693e+00      1.419165e+00     -4.205115e-04     
 3.800000e-04      2.500684e+00      1.419545e+00     -4.204669e-04     
 3.820000e-04      2.500675e+00      1.419932e+00     -4.204215e-04     
 3.840000e-04      2.500666e+00      1.420326e+00     -4.203752e-04     
 3.860000e-04      2.500656e+00      1.420727e+00     -4.203281e-04     
 3.880000e-04      2.500647e+00      1.421134e+00     -4.202803e-04     
 3.900000e-04      2.500637e+00      1.421549e+00     -4.202316e-04     
 3.920000e-04      2.500627e+00      1.421970e+00     -4.201822e-04     
 3.940000e-04      2.500617e+00      1.422398e+00     -4.201319e-04     
 3.960000e-04      2.500607e+00      1.422832e+00     -4.200809e-04     
 3.980000e-04      2.500597e+00      1.423272e+00     -4.200292e-04     
 4.000000e-04      2.500587e+00      1.423720e+00     -4.199767e-04     
 4.020000e-04      2.500577e+00      1.424173e+00     -4.199234e-04     
 4.040000e-04      2.500567e+00      1.424633e+00     -4.198694e-04     
 4.060000e-04      2.500556e+00      1.425099e+00     -4.198147e-04     
 4.080000e-04      2.500546e+00      1.425571e+00     -4.197593e-04     
 4.100000e-04      2.500535e+00      1.426049e+00     -4.197031e-04     
 4.120000e-04      2.500525e+00      1.426533e+00     -4.196462e-04     
 4.140000e-04      2.500514e+00      1.427023e+00     -4.195887e-04     
 4.160000e-04      2.500503e+00      1.427519e+00     -4.195305e-04     
 4.180000e-04      2.500492e+00      1.428021e+00     -4.194715e-04     
 4.200000e-04      2.500481e+00      1.428528e+00     -4.194120e-04     
 4.220000e-04      2.500470e+00      1.429041e+00     -4.193517e-04     
 4.240000e-04      2.500459e+00      1.429560e+00     -4.192908e-04     
 4.260000e-04      2.500448e+00      1.430084e+00     -4.192293e-04     
 4.280000e-04      2.500437e+00      1.430613e+00     -4.191672e-04     
 4.300000e-04      2.500425e+00      1.431148e+00     -4.191044e-04     
 4.320000e-04      2.500414e+00      1.431687e+00     -4.190410e-04     
 4.340000e-04      2.500402e+00      1.432232e+00     -4.189770e-04     
 4.360000e-04      2.500391e+00      1.432782e+00     -4.189124e-04     
 4.380000e-04      2.500379e+00      1.433337e+00     -4.188473e-04     
 4.400000e-04      2.500368e+00      1.433896e+00     -4.187816e-04     
 4.420000e-04      2.500356e+00      1.434461e+00     -4.187153e-04     
 4.440000e-04      2.500344e+00      1.435030e+00     -4.186485e-04     
 4.460000e-04      2.500332e+00      1.435603e+00     -4.185811e-04     
 4.480000e-04      2.500320e+00      1.436182e+00     -4.185132e-04     
 4.500000e-04      2.500309e+00      1.436764e+00     -4.184448e-04     
 4.520000e-04      2.500297e+00      1.437351e+00     -4.183759e-04     
 4.540000e-04      2.500285e+00      1.437942e+00     -4.183065e-04     
 4.560000e-04      2.500272e+00      1.438537e+00     -4.182366e-04     
 4.580000e-04      2.500260e+00      1.439136e+00     -4.181663e-04     
 4.600000e-04      2.500248e+00      1.439739e+00     -4.180954e-04     
 4.620000e-04      2.500236e+00      1.440346e+00     -4.180242e-04     
 4.640000e-04      2.500224e+00      1.440957e+00     -4.179525e-04     
 4.660000e-04      2.500212e+00      1.441571e+00     -4.178803e-04     
 4.680000e-04      2.500199e+00      1.442189e+00     -4.178078e-04     
 4.700000e-04      2.500187e+00      1.442810e+00     -4.177348e-04     
 4.720000e-04      2.500175e+00      1.443435e+00     -4.176615e-04     
 4.740000e-04      2.500162e+00      1.444063e+00     -4.175877e-04     
 4.760000e-04      2.500150e+00      1.444694e+00     -4.175136e-04     
 4.780000e-04      2.500137e+00      1.445328e+00     -4.174392e-04     
 4.800000e-04      2.500125e+00      1.445965e+00     -4.173644e-04     
 4.820000e-04      2.500112e+00      1.446604e+00     -4.172892e-04     
 4.840000e-04      2.500100e+00      1.447247e+00     -4.172138e-04     
 4.860000e-04      2.500087e+00      1.447892e+00     -4.171380e-04     
 4.880000e-04      2.500075e+00      1.448540e+00     -4.170619e-04     
 4.900000e-04      2.500062e+00      1.449190e+00     -4.169856e-04     
 4.920000e-04      2.500050e+00      1.449843e+00     -4.169089e-04     
 4.940000e-04      2.500037e+00      1.450497e+00     -4.168320e-04     
 4.960000e-04      2.500025e+00      1.451154e+00     -4.167549e-04     
 4.980000e-04      2.500012e+00      1.451813e+00     -4.166775e-04     
 5.000000e-04      2.500000e+00      1.452474e+00     -4.165999e-04     
 5.020000e-04      2.499987e+00      1.453137e+00     -4.165221e-04     
 5.040000e-04      2.499974e+00      1.453801e+00     -4.164441e-04     
 5.060000e-04      2.499962e+00      1.454467e+00     -4.163659e-04     
 5.080000e-04      2.499949e+00      1.455134e+00     -4.162875e-04     
 5.100000e-04      2.499937e+00      1.455803e+00     -4.162090e-04     
 5.120000e-04      2.499924e+00      1.456473e+00     -4.161303e-04     
 5.140000e-04      2.499912e+00      1.457145e+00     -4.160514e-04     
 5.160000e-04      2.499899e+00      1.457817e+00     -4.159725e-04     
 5.180000e-04      2.499887e+00      1.458490e+00     -4.158934e-04     
 5.200000e-04      2.499874e+00      1.459164e+00     -4.158143e-04     
 5.220000e-04      2.499862e+00      1.459839e+00     -4.157350e-04     
 5.240000e-04      2.499849e+00      1.460515e+00     -4.156557e-04     
 5.260000e-04      2.499837e+00      1.461191e+00     -4.155763e-04     
 5.280000e-04      2.499824e+00      1.461867e+00     -4.154968e-04     
 5.300000e-04      2.499812e+00      1.462544e+00     -4.154173e-04     
 5.320000e-04      2.499800e+00      1.463221e+00     -4.153378e-04     
 5.340000e-04      2.499787e+00      1.463898e+00     -4.152583e-04     
 5.360000e-04      2.499775e+00      1.464576e+00     -4.151788e-04     
 5.380000e-04      2.499763e+00      1.465253e+00     -4.150993e-04     
 5.400000e-04      2.499751e+00      1.465929e+00     -4.150198e-04     
 5.420000e-04      2.499739e+00      1.466606e+00     -4.149404e-04     
 5.440000e-04      2.499727e+00      1.467282e+00     -4.148610e-04     
 5.460000e-04      2.499714e+00      1.467958e+00     -4.147816e-04     
 5.480000e-04      2.499702e+00      1.468632e+00     -4.147024e-04     
 5.500000e-04      2.499690e+00      1.469307e+00     -4.146232e-04     
 5.520000e-04      2.499679e+00      1.469980e+00     -4.145442e-04     
 5.540000e-04      2.499667e+00      1.470652e+00     -4.144652e-04     
 5.560000e-04      2.499655e+00      1.471323e+00     -4.143864e-04     
 5.580000e-04      2.499643e+00      1.471993e+00     -4.143077e-04     
 5.600000e-04      2.499631e+00      1.472662e+00     -4.142292e-04     
 5.620000e-04      2.499620e+00      1.473330e+00     -4.141508e-04     
 5.640000e-04      2.499608e+00      1.473995e+00     -4.140726e-04     
 5.660000e-04      2.499597e+00      1.474660e+00     -4.139946e-04     
 5.680000e-04      2.499585e+00      1.475322e+00     -4.139168e-04     
 5.700000e-04      2.499574e+00      1.475983e+00     -4.138392e-04     
 5.720000e-04      2.499562e+00      1.476642e+00     -4.137618e-04     
 5.740000e-04      2.499551e+00      1.477299e+00     -4.136847e-04     
 5.760000e-04      2.499540e+00      1.477953e+00     -4.136078e-04     
 5.780000e-04      2.499529e+00      1.478606e+00     -4.135312e-04     
 5.800000e-04      2.499518e+00      1.479256e+00     -4.134548e-04     
 5.820000e-04      2.499507e+00      1.479904e+00     -4.133788e-04     
 5.840000e-04      2.499496e+00      1.480549e+00     -4.133030e-04     
 5.860000e-04      2.499485e+00      1.481191e+00     -4.132276e-04     
 5.880000e-04      2.499474e+00      1.481831e+00     -4.131524e-04     
 5.900000e-04      2.499464e+00      1.482468e+00     -4.130776e-04     
 5.920000e-04      2.499453e+00      1.483102e+00     -4.130032e-04     
 5.940000e-04      2.499443e+00      1.483733e+00     -4.129291e-04     
 5.960000e-04      2.499432e+00      1.484361e+00     -4.128554e-04     
 5.980000e-04      2.499422e+00      1.484985e+00     -4.127820e-04     
 6.000000e-04      2.499412e+00      1.485607e+00     -4.127091e-04     
 6.020000e-04      2.499402e+00      1.486224e+00     -4.126365e-04     
 6.040000e-04      2.499392e+00      1.486839e+00     -4.125644e-04     
 6.060000e-04      2.499382e+00      1.487449e+00     -4.124927e-04     
 6.080000e-04      2.499372e+00      1.488056e+00     -4.124214e-04     
 6.100000e-04      2.499362e+00      1.488659e+00     -4.123506e-04     
 6.120000e-04      2.499352e+00      1.489258e+00     -4.122802e-04     
 6.140000e-04      2.499343e+00      1.489854e+00     -4.122103e-04     
 6.160000e-04      2.499333e+00      1.490445e+00     -4.121409e-04     
 6.180000e-04      2.499324e+00      1.491031e+00     -4.120720e-04     
 6.200000e-04      2.499315e+00      1.491614e+00     -4.120036e-04     
 6.220000e-04      2.499306e+00      1.492192e+00     -4.119357e-04     
 6.240000e-04      2.499297e+00      1.492766e+00     -4.118683e-04     
 6.260000e-04      2.499288e+00      1.493335e+00     -4.118015e-04     
 6.280000e-04      2.499279e+00      1.493899e+00     -4.117352e-04     
 6.300000e-04      2.499271e+00      1.494459e+00     -4.116694e-04     
 6.320000e-04      2.499262e+00      1.495014e+00     -4.116043e-04     
 6.340000e-04      2.499254e+00      1.495564e+00     -4.115397e-04     
 6.360000e-04      2.499245e+00      1.496109e+00     -4.114757e-04     
 6.380000e-04      2.499237e+00      1.496649e+00     -4.114123e-04     
 6.400000e-04      2.499229e+00      1.497184e+00     -4.113495e-04     
 6.420000e-04      2.499221e+00      1.497713e+00     -4.112873e-04     
 6.440000e-04      2.499213e+00      1.498237e+00     -4.112258e-04     
 6.460000e-04      2.499206e+00      1.498756e+00     -4.111648e-04     
 6.480000e-04      2.499198e+00      1.499269e+00     -4.111046e-04     
 6.500000e-04      2.499190e+00      1.499777e+00     -4.110450e-04     
 6.520000e-04      2.499183e+00      1.500279e+00     -4.109860e-04     
 6.540000e-04      2.499176e+00      1.500775e+00     -4.109277e-04     
 6.560000e-04      2.499169e+00      1.501266e+00     -4.108701e-04     
 6.580000e-04      2.499162e+00      1.501750e+00     -4.108133e-04     
 6.600000e-04      2.499155e+00      1.502229e+00     -4.107571e-04     
 6.620000e-04      2.499149e+00      1.502701e+00     -4.107016e-04     
 6.640000e-04      2.499142e+00      1.503167e+00     -4.106468e-04     
 6.660000e-04      2.499136e+00      1.503628e+00     -4.105928e-04     
 6.680000e-04      2.499129e+00      1.504081e+00     -4.105395e-04     
 6.700000e-04      2.499123e+00      1.504529e+00     -4.104869e-04     
 6.720000e-04      2.499117e+00      1.504970e+00     -4.104351e-04     
 6.740000e-04      2.499111e+00      1.505405e+00     -4.103841e-04     
 6.760000e-04      2.499106e+00      1.505833e+00     -4.103338e-04     
 6.780000e-04      2.499100e+00      1.506254e+00     -4.102843e-04     
 6.800000e-04      2.499095e+00      1.506669e+00     -4.102356e-04     
 6.820000e-04      2.499089e+00      1.507077e+00     -4.101876e-04     
 6.840000e-04      2.499084e+00      1.507479e+00     -4.101405e-04     
 6.860000e-04      2.499079e+00      1.507873e+00     -4.100942e-04     
 6.880000e-04      2.499074e+00      1.508261e+00     -4.100487e-04     
 6.900000e-04      2.499070e+00      1.508641e+00     -4.100040e-04     
 6.920000e-04      2.499065e+00      1.509014e+00     -4.099602e-04     
 6.940000e-04      2.499061e+00      1.509381e+00     -4.099171e-04     
 6.960000e-04      2.499057e+00      1.509740e+00     -4.098750e-04     
 6.980000e-04      2.499052e+00      1.510092e+00     -4.098336e-04     
 7.000000e-04      2.499048e+00      1.510436e+00     -4.097932e-04     
 7.020000e-04      2.499045e+00      1.510774e+00     -4.097536e-04     
 7.040000e-04      2.499041e+00      1.511104e+00     -4.097148e-04     
 7.060000e-04      2.499037e+00      1.511426e+00     -4.096769e-04     
 7.080000e-04      2.499034e+00      1.511741e+00     -4.096400e-04     
 7.100000e-04      2.499031e+00      1.512049e+00     -4.096039e-04     
 7.120000e-04      2.499028e+00      1.512348e+00     -4.095686e-04     
 7.140000e-04      2.499025e+00      1.512641e+00     -4.095343e-04     
 7.160000e-04      2.499022e+00      1.512925e+00     -4.095009e-04     
 7.180000e-04      2.499020e+00      1.513202e+00     -4.094684e-04     
 7.200000e-04      2.499017e+00      1.513471e+00     -4.094368e-04     
 7.220000e-04      2.499015e+00      1.513732e+00     -4.094061e-04     
 7.240000e-04      2.499013e+00      1.513986e+00     -4.093764e-04     
 7.260000e-04      2.499011e+00      1.514231e+00     -4.093475e-04     
 7.280000e-04      2.499009e+00      1.514469e+00     -4.093196e-04     
 7.300000e-04      2.499007e+00      1.514699e+00     -4.092926e-04     
 7.320000e-04      2.499006e+00      1.514920e+00     -4.092666e-04     
 7.340000e-04      2.499005e+00      1.515134e+00     -4.092415e-04     
 7.360000e-04      2.499003e+00      1.515339e+00     -4.092174e-04     
 7.380000e-04      2.499002e+00      1.515537e+00     -4.091942e-04     
 7.400000e-04      2.499001e+00      1.515726e+00     -4.091720e-04     
 7.420000e-04      2.499001e+00      1.515907e+00     -4.091507e-04     
 7.440000e-04      2.499000e+00      1.516080e+00     -4.091304e-04     
 7.460000e-04      2.499000e+00      1.516245e+00     -4.091111e-04     
 7.480000e-04      2.499000e+00      1.516402e+00     -4.090927e-04     
 7.500000e-04      2.499000e+00      1.516550e+00     -4.090753e-04     
 7.520000e-04      2.499000e+00      1.516690e+00     -4.090588e-04     
 7.540000e-04      2.499000e+00      1.516821e+00     -4.090434e-04     
 7.560000e-04      2.499000e+00      1.516945e+00     -4.090289e-04     
 7.580000e-04      2.499001e+00      1.517060e+00     -4.090154e-04     
 7.600000e-04      2.499001e+00      1.517166e+00     -4.090029e-04     
 7.620000e-04      2.499002e+00      1.517264e+00     -4.089913e-04     
 7.640000e-04      2.499003e+00      1.517354e+00     -4.089808e-04     
 7.660000e-04      2.499005e+00      1.517436e+00     -4.089712e-04     
 7.680000e-04      2.499006e+00      1.517508e+00     -4.089627e-04     
 7.700000e-04      2.499007e+00      1.517573e+00     -4.089551e-04     
 7.720000e-04      2.499009e+00      1.517629e+00     -4.089485e-04     
 7.740000e-04      2.499011e+00      1.517677e+00     -4.089429e-04     
 7.760000e-04      2.499013e+00      1.517716e+00     -4.089383e-04     
 7.780000e-04      2.499015e+00      1.517747e+00     -4.089347e-04     
 7.800000e-04      2.499017e+00      1.517769e+00     -4.089321e-04     
 7.820000e-04      2.499020e+00      1.517782e+00     -4.089305e-04     
 7.840000e-04      2.499022e+00      1.517788e+00     -4.089299e-04     
 7.860000e-04      2.499025e+00      1.517784e+00     -4.089303e-04     
 7.880000e-04      2.499028e+00      1.517773e+00     -4.089317e-04     
 7.900000e-04      2.499031e+00      1.517752e+00     -4.089340e-04     
 7.920000e-04      2.499034e+00      1.517724e+00     -4.089374e-04     
