
time (s)          v("VIN" ?resul    v("VOUT" ?resu    getData("VDD:p
 3.020000e-04      2.500947e+00      4.225649e+00     -4.106592e-04     
 3.040000e-04      2.500942e+00      4.225708e+00     -4.106277e-04     
 3.060000e-04      2.500938e+00      4.225770e+00     -4.105952e-04     
 3.080000e-04      2.500934e+00      4.225833e+00     -4.105617e-04     
 3.100000e-04      2.500929e+00      4.225898e+00     -4.105272e-04     
 3.120000e-04      2.500925e+00      4.225965e+00     -4.104918e-04     
 3.140000e-04      2.500920e+00      4.226033e+00     -4.104555e-04     
 3.160000e-04      2.500915e+00      4.226103e+00     -4.104182e-04     
 3.180000e-04      2.500910e+00      4.226176e+00     -4.103799e-04     
 3.200000e-04      2.500904e+00      4.226249e+00     -4.103408e-04     
 3.220000e-04      2.500899e+00      4.226325e+00     -4.103007e-04     
 3.240000e-04      2.500893e+00      4.226402e+00     -4.102597e-04     
 3.260000e-04      2.500888e+00      4.226481e+00     -4.102177e-04     
 3.280000e-04      2.500882e+00      4.226562e+00     -4.101749e-04     
 3.300000e-04      2.500876e+00      4.226645e+00     -4.101312e-04     
 3.320000e-04      2.500870e+00      4.226729e+00     -4.100865e-04     
 3.340000e-04      2.500863e+00      4.226815e+00     -4.100410e-04     
 3.360000e-04      2.500857e+00      4.226902e+00     -4.099947e-04     
 3.380000e-04      2.500850e+00      4.226991e+00     -4.099474e-04     
 3.400000e-04      2.500844e+00      4.227082e+00     -4.098993e-04     
 3.420000e-04      2.500837e+00      4.227174e+00     -4.098503e-04     
 3.440000e-04      2.500830e+00      4.227268e+00     -4.098005e-04     
 3.460000e-04      2.500823e+00      4.227364e+00     -4.097498e-04     
 3.480000e-04      2.500816e+00      4.227461e+00     -4.096984e-04     
 3.500000e-04      2.500809e+00      4.227559e+00     -4.096460e-04     
 3.520000e-04      2.500801e+00      4.227660e+00     -4.095929e-04     
 3.540000e-04      2.500793e+00      4.227761e+00     -4.095390e-04     
 3.560000e-04      2.500786e+00      4.227864e+00     -4.094843e-04     
 3.580000e-04      2.500778e+00      4.227969e+00     -4.094288e-04     
 3.600000e-04      2.500770e+00      4.228075e+00     -4.093725e-04     
 3.620000e-04      2.500762e+00      4.228183e+00     -4.093154e-04     
 3.640000e-04      2.500754e+00      4.228292e+00     -4.092576e-04     
 3.660000e-04      2.500745e+00      4.228402e+00     -4.091990e-04     
 3.680000e-04      2.500737e+00      4.228514e+00     -4.091397e-04     
 3.700000e-04      2.500728e+00      4.228627e+00     -4.090797e-04     
 3.720000e-04      2.500720e+00      4.228742e+00     -4.090189e-04     
 3.740000e-04      2.500711e+00      4.228858e+00     -4.089574e-04     
 3.760000e-04      2.500702e+00      4.228975e+00     -4.088952e-04     
 3.780000e-04      2.500693e+00      4.229094e+00     -4.088324e-04     
 3.800000e-04      2.500684e+00      4.229214e+00     -4.087688e-04     
 3.820000e-04      2.500675e+00      4.229335e+00     -4.087046e-04     
 3.840000e-04      2.500666e+00      4.229457e+00     -4.086397e-04     
 3.860000e-04      2.500656e+00      4.229581e+00     -4.085741e-04     
 3.880000e-04      2.500647e+00      4.229705e+00     -4.085080e-04     
 3.900000e-04      2.500637e+00      4.229831e+00     -4.084411e-04     
 3.920000e-04      2.500627e+00      4.229959e+00     -4.083737e-04     
 3.940000e-04      2.500617e+00      4.230087e+00     -4.083057e-04     
 3.960000e-04      2.500607e+00      4.230216e+00     -4.082370e-04     
 3.980000e-04      2.500597e+00      4.230347e+00     -4.081678e-04     
 4.000000e-04      2.500587e+00      4.230479e+00     -4.080980e-04     
 4.020000e-04      2.500577e+00      4.230611e+00     -4.080276e-04     
 4.040000e-04      2.500567e+00      4.230745e+00     -4.079567e-04     
 4.060000e-04      2.500556e+00      4.230880e+00     -4.078852e-04     
 4.080000e-04      2.500546e+00      4.231015e+00     -4.078132e-04     
 4.100000e-04      2.500535e+00      4.231152e+00     -4.077407e-04     
 4.120000e-04      2.500525e+00      4.231290e+00     -4.076676e-04     
 4.140000e-04      2.500514e+00      4.231429e+00     -4.075941e-04     
 4.160000e-04      2.500503e+00      4.231568e+00     -4.075201e-04     
 4.180000e-04      2.500492e+00      4.231709e+00     -4.074456e-04     
 4.200000e-04      2.500481e+00      4.231850e+00     -4.073707e-04     
 4.220000e-04      2.500470e+00      4.231992e+00     -4.072953e-04     
 4.240000e-04      2.500459e+00      4.232135e+00     -4.072195e-04     
 4.260000e-04      2.500448e+00      4.232279e+00     -4.071432e-04     
 4.280000e-04      2.500437e+00      4.232423e+00     -4.070665e-04     
 4.300000e-04      2.500425e+00      4.232569e+00     -4.069895e-04     
 4.320000e-04      2.500414e+00      4.232715e+00     -4.069120e-04     
 4.340000e-04      2.500402e+00      4.232862e+00     -4.068342e-04     
 4.360000e-04      2.500391e+00      4.233009e+00     -4.067560e-04     
 4.380000e-04      2.500379e+00      4.233157e+00     -4.066774e-04     
 4.400000e-04      2.500368e+00      4.233306e+00     -4.065986e-04     
 4.420000e-04      2.500356e+00      4.233455e+00     -4.065193e-04     
 4.440000e-04      2.500344e+00      4.233605e+00     -4.064398e-04     
 4.460000e-04      2.500332e+00      4.233756e+00     -4.063600e-04     
 4.480000e-04      2.500320e+00      4.233907e+00     -4.062799e-04     
 4.500000e-04      2.500309e+00      4.234058e+00     -4.061995e-04     
 4.520000e-04      2.500297e+00      4.234210e+00     -4.061189e-04     
 4.540000e-04      2.500285e+00      4.234363e+00     -4.060380e-04     
 4.560000e-04      2.500272e+00      4.234516e+00     -4.059568e-04     
 4.580000e-04      2.500260e+00      4.234669e+00     -4.058755e-04     
 4.600000e-04      2.500248e+00      4.234823e+00     -4.057939e-04     
 4.620000e-04      2.500236e+00      4.234977e+00     -4.057121e-04     
 4.640000e-04      2.500224e+00      4.235132e+00     -4.056302e-04     
 4.660000e-04      2.500212e+00      4.235287e+00     -4.055480e-04     
 4.680000e-04      2.500199e+00      4.235442e+00     -4.054658e-04     
 4.700000e-04      2.500187e+00      4.235597e+00     -4.053833e-04     
 4.720000e-04      2.500175e+00      4.235753e+00     -4.053008e-04     
 4.740000e-04      2.500162e+00      4.235909e+00     -4.052181e-04     
 4.760000e-04      2.500150e+00      4.236065e+00     -4.051353e-04     
 4.780000e-04      2.500137e+00      4.236221e+00     -4.050524e-04     
 4.800000e-04      2.500125e+00      4.236378e+00     -4.049695e-04     
 4.820000e-04      2.500112e+00      4.236534e+00     -4.048864e-04     
 4.840000e-04      2.500100e+00      4.236691e+00     -4.048034e-04     
 4.860000e-04      2.500087e+00      4.236848e+00     -4.047202e-04     
 4.880000e-04      2.500075e+00      4.237004e+00     -4.046371e-04     
 4.900000e-04      2.500062e+00      4.237161e+00     -4.045539e-04     
 4.920000e-04      2.500050e+00      4.237318e+00     -4.044708e-04     
 4.940000e-04      2.500037e+00      4.237475e+00     -4.043876e-04     
 4.960000e-04      2.500025e+00      4.237632e+00     -4.043045e-04     
 4.980000e-04      2.500012e+00      4.237788e+00     -4.042214e-04     
 5.000000e-04      2.500000e+00      4.237945e+00     -4.041384e-04     
 5.020000e-04      2.499987e+00      4.238101e+00     -4.040554e-04     
 5.040000e-04      2.499974e+00      4.238258e+00     -4.039725e-04     
 5.060000e-04      2.499962e+00      4.238414e+00     -4.038897e-04     
 5.080000e-04      2.499949e+00      4.238570e+00     -4.038070e-04     
 5.100000e-04      2.499937e+00      4.238725e+00     -4.037244e-04     
 5.120000e-04      2.499924e+00      4.238881e+00     -4.036420e-04     
 5.140000e-04      2.499912e+00      4.239036e+00     -4.035596e-04     
 5.160000e-04      2.499899e+00      4.239191e+00     -4.034775e-04     
 5.180000e-04      2.499887e+00      4.239346e+00     -4.033955e-04     
 5.200000e-04      2.499874e+00      4.239500e+00     -4.033137e-04     
 5.220000e-04      2.499862e+00      4.239654e+00     -4.032321e-04     
 5.240000e-04      2.499849e+00      4.239807e+00     -4.031507e-04     
 5.260000e-04      2.499837e+00      4.239960e+00     -4.030695e-04     
 5.280000e-04      2.499824e+00      4.240113e+00     -4.029886e-04     
 5.300000e-04      2.499812e+00      4.240265e+00     -4.029079e-04     
 5.320000e-04      2.499800e+00      4.240417e+00     -4.028274e-04     
 5.340000e-04      2.499787e+00      4.240568e+00     -4.027473e-04     
 5.360000e-04      2.499775e+00      4.240719e+00     -4.026674e-04     
 5.380000e-04      2.499763e+00      4.240869e+00     -4.025878e-04     
 5.400000e-04      2.499751e+00      4.241018e+00     -4.025085e-04     
 5.420000e-04      2.499739e+00      4.241167e+00     -4.024296e-04     
 5.440000e-04      2.499727e+00      4.241315e+00     -4.023509e-04     
 5.460000e-04      2.499714e+00      4.241463e+00     -4.022727e-04     
 5.480000e-04      2.499702e+00      4.241610e+00     -4.021947e-04     
 5.500000e-04      2.499690e+00      4.241756e+00     -4.021172e-04     
 5.520000e-04      2.499679e+00      4.241902e+00     -4.020400e-04     
 5.540000e-04      2.499667e+00      4.242046e+00     -4.019633e-04     
 5.560000e-04      2.499655e+00      4.242190e+00     -4.018869e-04     
 5.580000e-04      2.499643e+00      4.242333e+00     -4.018110e-04     
 5.600000e-04      2.499631e+00      4.242476e+00     -4.017355e-04     
 5.620000e-04      2.499620e+00      4.242617e+00     -4.016604e-04     
 5.640000e-04      2.499608e+00      4.242758e+00     -4.015858e-04     
 5.660000e-04      2.499597e+00      4.242898e+00     -4.015116e-04     
 5.680000e-04      2.499585e+00      4.243037e+00     -4.014380e-04     
 5.700000e-04      2.499574e+00      4.243175e+00     -4.013648e-04     
 5.720000e-04      2.499562e+00      4.243312e+00     -4.012921e-04     
 5.740000e-04      2.499551e+00      4.243448e+00     -4.012200e-04     
 5.760000e-04      2.499540e+00      4.243583e+00     -4.011483e-04     
 5.780000e-04      2.499529e+00      4.243717e+00     -4.010772e-04     
 5.800000e-04      2.499518e+00      4.243850e+00     -4.010067e-04     
 5.820000e-04      2.499507e+00      4.243982e+00     -4.009367e-04     
 5.840000e-04      2.499496e+00      4.244113e+00     -4.008673e-04     
 5.860000e-04      2.499485e+00      4.244243e+00     -4.007984e-04     
 5.880000e-04      2.499474e+00      4.244371e+00     -4.007302e-04     
 5.900000e-04      2.499464e+00      4.244499e+00     -4.006625e-04     
 5.920000e-04      2.499453e+00      4.244625e+00     -4.005955e-04     
 5.940000e-04      2.499443e+00      4.244751e+00     -4.005290e-04     
 5.960000e-04      2.499432e+00      4.244875e+00     -4.004633e-04     
 5.980000e-04      2.499422e+00      4.244998e+00     -4.003981e-04     
 6.000000e-04      2.499412e+00      4.245119e+00     -4.003336e-04     
 6.020000e-04      2.499402e+00      4.245240e+00     -4.002698e-04     
 6.040000e-04      2.499392e+00      4.245359e+00     -4.002066e-04     
 6.060000e-04      2.499382e+00      4.245476e+00     -4.001442e-04     
 6.080000e-04      2.499372e+00      4.245593e+00     -4.000824e-04     
 6.100000e-04      2.499362e+00      4.245708e+00     -4.000213e-04     
 6.120000e-04      2.499352e+00      4.245822e+00     -3.999609e-04     
 6.140000e-04      2.499343e+00      4.245934e+00     -3.999013e-04     
 6.160000e-04      2.499333e+00      4.246045e+00     -3.998424e-04     
 6.180000e-04      2.499324e+00      4.246155e+00     -3.997842e-04     
 6.200000e-04      2.499315e+00      4.246263e+00     -3.997268e-04     
 6.220000e-04      2.499306e+00      4.246370e+00     -3.996701e-04     
 6.240000e-04      2.499297e+00      4.246476e+00     -3.996142e-04     
 6.260000e-04      2.499288e+00      4.246580e+00     -3.995591e-04     
 6.280000e-04      2.499279e+00      4.246682e+00     -3.995048e-04     
 6.300000e-04      2.499271e+00      4.246783e+00     -3.994512e-04     
 6.320000e-04      2.499262e+00      4.246882e+00     -3.993985e-04     
 6.340000e-04      2.499254e+00      4.246980e+00     -3.993466e-04     
 6.360000e-04      2.499245e+00      4.247077e+00     -3.992955e-04     
 6.380000e-04      2.499237e+00      4.247172e+00     -3.992452e-04     
 6.400000e-04      2.499229e+00      4.247265e+00     -3.991957e-04     
 6.420000e-04      2.499221e+00      4.247357e+00     -3.991471e-04     
 6.440000e-04      2.499213e+00      4.247447e+00     -3.990993e-04     
 6.460000e-04      2.499206e+00      4.247535e+00     -3.990524e-04     
 6.480000e-04      2.499198e+00      4.247622e+00     -3.990064e-04     
 6.500000e-04      2.499190e+00      4.247707e+00     -3.989612e-04     
 6.520000e-04      2.499183e+00      4.247791e+00     -3.989169e-04     
 6.540000e-04      2.499176e+00      4.247872e+00     -3.988735e-04     
 6.560000e-04      2.499169e+00      4.247953e+00     -3.988310e-04     
 6.580000e-04      2.499162e+00      4.248031e+00     -3.987894e-04     
 6.600000e-04      2.499155e+00      4.248108e+00     -3.987486e-04     
 6.620000e-04      2.499149e+00      4.248183e+00     -3.987088e-04     
 6.640000e-04      2.499142e+00      4.248256e+00     -3.986700e-04     
 6.660000e-04      2.499136e+00      4.248328e+00     -3.986320e-04     
 6.680000e-04      2.499129e+00      4.248398e+00     -3.985950e-04     
 6.700000e-04      2.499123e+00      4.248466e+00     -3.985589e-04     
 6.720000e-04      2.499117e+00      4.248532e+00     -3.985237e-04     
 6.740000e-04      2.499111e+00      4.248597e+00     -3.984895e-04     
 6.760000e-04      2.499106e+00      4.248659e+00     -3.984562e-04     
 6.780000e-04      2.499100e+00      4.248720e+00     -3.984239e-04     
 6.800000e-04      2.499095e+00      4.248779e+00     -3.983926e-04     
 6.820000e-04      2.499089e+00      4.248837e+00     -3.983622e-04     
 6.840000e-04      2.499084e+00      4.248892e+00     -3.983328e-04     
 6.860000e-04      2.499079e+00      4.248946e+00     -3.983044e-04     
 6.880000e-04      2.499074e+00      4.248997e+00     -3.982769e-04     
 6.900000e-04      2.499070e+00      4.249047e+00     -3.982505e-04     
 6.920000e-04      2.499065e+00      4.249095e+00     -3.982250e-04     
 6.940000e-04      2.499061e+00      4.249141e+00     -3.982005e-04     
 6.960000e-04      2.499057e+00      4.249186e+00     -3.981770e-04     
 6.980000e-04      2.499052e+00      4.249228e+00     -3.981545e-04     
 7.000000e-04      2.499048e+00      4.249269e+00     -3.981331e-04     
 7.020000e-04      2.499045e+00      4.249307e+00     -3.981126e-04     
 7.040000e-04      2.499041e+00      4.249344e+00     -3.980931e-04     
 7.060000e-04      2.499037e+00      4.249379e+00     -3.980747e-04     
 7.080000e-04      2.499034e+00      4.249412e+00     -3.980573e-04     
 7.100000e-04      2.499031e+00      4.249442e+00     -3.980409e-04     
 7.120000e-04      2.499028e+00      4.249471e+00     -3.980255e-04     
 7.140000e-04      2.499025e+00      4.249499e+00     -3.980111e-04     
 7.160000e-04      2.499022e+00      4.249524e+00     -3.979978e-04     
 7.180000e-04      2.499020e+00      4.249547e+00     -3.979855e-04     
 7.200000e-04      2.499017e+00      4.249568e+00     -3.979742e-04     
 7.220000e-04      2.499015e+00      4.249588e+00     -3.979639e-04     
 7.240000e-04      2.499013e+00      4.249605e+00     -3.979547e-04     
 7.260000e-04      2.499011e+00      4.249620e+00     -3.979466e-04     
 7.280000e-04      2.499009e+00      4.249634e+00     -3.979394e-04     
 7.300000e-04      2.499007e+00      4.249645e+00     -3.979333e-04     
 7.320000e-04      2.499006e+00      4.249655e+00     -3.979283e-04     
 7.340000e-04      2.499005e+00      4.249662e+00     -3.979242e-04     
 7.360000e-04      2.499003e+00      4.249668e+00     -3.979213e-04     
 7.380000e-04      2.499002e+00      4.249672e+00     -3.979193e-04     
 7.400000e-04      2.499001e+00      4.249673e+00     -3.979184e-04     
 7.420000e-04      2.499001e+00      4.249673e+00     -3.979186e-04     
 7.440000e-04      2.499000e+00      4.249671e+00     -3.979197e-04     
 7.460000e-04      2.499000e+00      4.249667e+00     -3.979220e-04     
 7.480000e-04      2.499000e+00      4.249660e+00     -3.979252e-04     
 7.500000e-04      2.499000e+00      4.249652e+00     -3.979295e-04     
 7.520000e-04      2.499000e+00      4.249642e+00     -3.979349e-04     
 7.540000e-04      2.499000e+00      4.249630e+00     -3.979413e-04     
 7.560000e-04      2.499000e+00      4.249616e+00     -3.979487e-04     
 7.580000e-04      2.499001e+00      4.249600e+00     -3.979572e-04     
 7.600000e-04      2.499001e+00      4.249582e+00     -3.979667e-04     
 7.620000e-04      2.499002e+00      4.249562e+00     -3.979772e-04     
 7.640000e-04      2.499003e+00      4.249541e+00     -3.979888e-04     
 7.660000e-04      2.499005e+00      4.249517e+00     -3.980014e-04     
 7.680000e-04      2.499006e+00      4.249491e+00     -3.980150e-04     
 7.700000e-04      2.499007e+00      4.249464e+00     -3.980297e-04     
 7.720000e-04      2.499009e+00      4.249434e+00     -3.980453e-04     
 7.740000e-04      2.499011e+00      4.249403e+00     -3.980620e-04     
 7.760000e-04      2.499013e+00      4.249369e+00     -3.980798e-04     
 7.780000e-04      2.499015e+00      4.249334e+00     -3.980985e-04     
 7.800000e-04      2.499017e+00      4.249297e+00     -3.981183e-04     
 7.820000e-04      2.499020e+00      4.249257e+00     -3.981390e-04     
 7.840000e-04      2.499022e+00      4.249216e+00     -3.981608e-04     
 7.860000e-04      2.499025e+00      4.249173e+00     -3.981836e-04     
 7.880000e-04      2.499028e+00      4.249129e+00     -3.982073e-04     
 7.900000e-04      2.499031e+00      4.249082e+00     -3.982321e-04     
 7.920000e-04      2.499034e+00      4.249033e+00     -3.982579e-04     
