
freq (Hz)         v("VIN" ?resul    v("VOUT" ?resu
 1.445439e+02      1.000000e-03      1.155468e-02     
 1.513561e+02      1.000000e-03      1.163262e-02     
 1.584893e+02      1.000000e-03      1.170508e-02     
 1.659586e+02      1.000000e-03      1.177236e-02     
 1.737800e+02      1.000000e-03      1.183474e-02     
 1.819700e+02      1.000000e-03      1.189251e-02     
 1.905460e+02      1.000000e-03      1.194593e-02     
 1.995262e+02      1.000000e-03      1.199529e-02     
 2.089296e+02      1.000000e-03      1.204083e-02     
 2.187761e+02      1.000000e-03      1.208283e-02     
 2.290867e+02      1.000000e-03      1.212151e-02     
 2.398832e+02      1.000000e-03      1.215712e-02     
 2.511886e+02      1.000000e-03      1.218987e-02     
 2.630267e+02      1.000000e-03      1.221996e-02     
 2.754228e+02      1.000000e-03      1.224761e-02     
 2.884031e+02      1.000000e-03      1.227298e-02     
 3.019951e+02      1.000000e-03      1.229626e-02     
 3.162277e+02      1.000000e-03      1.231761e-02     
 3.311311e+02      1.000000e-03      1.233717e-02     
 3.467368e+02      1.000000e-03      1.235510e-02     
 3.630780e+02      1.000000e-03      1.237151e-02     
 3.801893e+02      1.000000e-03      1.238654e-02     
 3.981071e+02      1.000000e-03      1.240029e-02     
 4.168693e+02      1.000000e-03      1.241287e-02     
 4.365158e+02      1.000000e-03      1.242438e-02     
 4.570881e+02      1.000000e-03      1.243490e-02     
 4.786300e+02      1.000000e-03      1.244452e-02     
 5.011872e+02      1.000000e-03      1.245331e-02     
 5.248074e+02      1.000000e-03      1.246134e-02     
 5.495408e+02      1.000000e-03      1.246868e-02     
 5.754399e+02      1.000000e-03      1.247538e-02     
 6.025595e+02      1.000000e-03      1.248150e-02     
 6.309573e+02      1.000000e-03      1.248708e-02     
 6.606934e+02      1.000000e-03      1.249218e-02     
 6.918309e+02      1.000000e-03      1.249684e-02     
 7.244359e+02      1.000000e-03      1.250109e-02     
 7.585775e+02      1.000000e-03      1.250496e-02     
 7.943282e+02      1.000000e-03      1.250849e-02     
 8.317637e+02      1.000000e-03      1.251172e-02     
 8.709635e+02      1.000000e-03      1.251466e-02     
 9.120108e+02      1.000000e-03      1.251733e-02     
 9.549925e+02      1.000000e-03      1.251977e-02     
 1.000000e+03      1.000000e-03      1.252200e-02     
 1.047128e+03      1.000000e-03      1.252402e-02     
 1.096478e+03      1.000000e-03      1.252586e-02     
 1.148153e+03      1.000000e-03      1.252753e-02     
 1.202264e+03      1.000000e-03      1.252905e-02     
 1.258925e+03      1.000000e-03      1.253043e-02     
 1.318256e+03      1.000000e-03      1.253168e-02     
 1.380384e+03      1.000000e-03      1.253282e-02     
 1.445439e+03      1.000000e-03      1.253384e-02     
 1.513561e+03      1.000000e-03      1.253477e-02     
 1.584893e+03      1.000000e-03      1.253560e-02     
 1.659586e+03      1.000000e-03      1.253635e-02     
 1.737800e+03      1.000000e-03      1.253702e-02     
 1.819700e+03      1.000000e-03      1.253761e-02     
 1.905460e+03      1.000000e-03      1.253814e-02     
 1.995262e+03      1.000000e-03      1.253860e-02     
 2.089296e+03      1.000000e-03      1.253900e-02     
 2.187761e+03      1.000000e-03      1.253935e-02     
 2.290867e+03      1.000000e-03      1.253964e-02     
 2.398832e+03      1.000000e-03      1.253989e-02     
 2.511886e+03      1.000000e-03      1.254008e-02     
 2.630267e+03      1.000000e-03      1.254023e-02     
 2.754228e+03      1.000000e-03      1.254033e-02     
 2.884031e+03      1.000000e-03      1.254038e-02     
 3.019951e+03      1.000000e-03      1.254039e-02     
 3.162277e+03      1.000000e-03      1.254035e-02     
 3.311311e+03      1.000000e-03      1.254027e-02     
 3.467368e+03      1.000000e-03      1.254015e-02     
 3.630780e+03      1.000000e-03      1.253998e-02     
 3.801893e+03      1.000000e-03      1.253975e-02     
 3.981071e+03      1.000000e-03      1.253948e-02     
 4.168693e+03      1.000000e-03      1.253916e-02     
 4.365158e+03      1.000000e-03      1.253878e-02     
 4.570881e+03      1.000000e-03      1.253834e-02     
 4.786300e+03      1.000000e-03      1.253785e-02     
 5.011872e+03      1.000000e-03      1.253728e-02     
 5.248074e+03      1.000000e-03      1.253664e-02     
 5.495408e+03      1.000000e-03      1.253593e-02     
 5.754399e+03      1.000000e-03      1.253514e-02     
 6.025595e+03      1.000000e-03      1.253425e-02     
 6.309573e+03      1.000000e-03      1.253327e-02     
 6.606934e+03      1.000000e-03      1.253219e-02     
 6.918309e+03      1.000000e-03      1.253099e-02     
 7.244359e+03      1.000000e-03      1.252966e-02     
 7.585775e+03      1.000000e-03      1.252821e-02     
 7.943282e+03      1.000000e-03      1.252660e-02     
 8.317637e+03      1.000000e-03      1.252483e-02     
 8.709635e+03      1.000000e-03      1.252289e-02     
 9.120108e+03      1.000000e-03      1.252076e-02     
 9.549925e+03      1.000000e-03      1.251841e-02     
 1.000000e+04      1.000000e-03      1.251584e-02     
 1.047128e+04      1.000000e-03      1.251302e-02     
 1.096478e+04      1.000000e-03      1.250992e-02     
 1.148153e+04      1.000000e-03      1.250652e-02     
 1.202264e+04      1.000000e-03      1.250280e-02     
 1.258925e+04      1.000000e-03      1.249872e-02     
 1.318256e+04      1.000000e-03      1.249424e-02     
 1.380384e+04      1.000000e-03      1.248934e-02     
 1.445439e+04      1.000000e-03      1.248397e-02     
 1.513561e+04      1.000000e-03      1.247808e-02     
 1.584893e+04      1.000000e-03      1.247164e-02     
 1.659586e+04      1.000000e-03      1.246458e-02     
 1.737800e+04      1.000000e-03      1.245686e-02     
 1.819700e+04      1.000000e-03      1.244841e-02     
 1.905460e+04      1.000000e-03      1.243915e-02     
 1.995262e+04      1.000000e-03      1.242903e-02     
 2.089296e+04      1.000000e-03      1.241796e-02     
 2.187761e+04      1.000000e-03      1.240586e-02     
 2.290867e+04      1.000000e-03      1.239262e-02     
 2.398832e+04      1.000000e-03      1.237816e-02     
 2.511886e+04      1.000000e-03      1.236236e-02     
 2.630267e+04      1.000000e-03      1.234510e-02     
 2.754228e+04      1.000000e-03      1.232626e-02     
 2.884031e+04      1.000000e-03      1.230570e-02     
 3.019951e+04      1.000000e-03      1.228328e-02     
 3.162277e+04      1.000000e-03      1.225883e-02     
 3.311311e+04      1.000000e-03      1.223219e-02     
 3.467368e+04      1.000000e-03      1.220318e-02     
 3.630780e+04      1.000000e-03      1.217160e-02     
 3.801893e+04      1.000000e-03      1.213726e-02     
 3.981071e+04      1.000000e-03      1.209994e-02     
 4.168693e+04      1.000000e-03      1.205941e-02     
 4.365158e+04      1.000000e-03      1.201543e-02     
 4.570881e+04      1.000000e-03      1.196776e-02     
 4.786300e+04      1.000000e-03      1.191613e-02     
 5.011872e+04      1.000000e-03      1.186029e-02     
 5.248074e+04      1.000000e-03      1.179995e-02     
 5.495408e+04      1.000000e-03      1.173484e-02     
 5.754399e+04      1.000000e-03      1.166467e-02     
 6.025595e+04      1.000000e-03      1.158915e-02     
 6.309573e+04      1.000000e-03      1.150802e-02     
 6.606934e+04      1.000000e-03      1.142098e-02     
 6.918309e+04      1.000000e-03      1.132778e-02     
 7.244359e+04      1.000000e-03      1.122817e-02     
 7.585775e+04      1.000000e-03      1.112191e-02     
 7.943282e+04      1.000000e-03      1.100880e-02     
 8.317637e+04      1.000000e-03      1.088865e-02     
 8.709635e+04      1.000000e-03      1.076134e-02     
 9.120108e+04      1.000000e-03      1.062674e-02     
 9.549925e+04      1.000000e-03      1.048481e-02     
 1.000000e+05      1.000000e-03      1.033554e-02     
 1.047128e+05      1.000000e-03      1.017898e-02     
 1.096478e+05      1.000000e-03      1.001523e-02     
 1.148153e+05      1.000000e-03      9.844472e-03     
 1.202264e+05      1.000000e-03      9.666913e-03     
 1.258925e+05      1.000000e-03      9.482853e-03     
 1.318256e+05      1.000000e-03      9.292643e-03     
 1.380384e+05      1.000000e-03      9.096691e-03     
 1.445439e+05      1.000000e-03      8.895462e-03     
 1.513561e+05      1.000000e-03      8.689469e-03     
 1.584893e+05      1.000000e-03      8.479268e-03     
 1.659586e+05      1.000000e-03      8.265451e-03     
 1.737800e+05      1.000000e-03      8.048639e-03     
 1.819700e+05      1.000000e-03      7.829469e-03     
 1.905460e+05      1.000000e-03      7.608592e-03     
 1.995262e+05      1.000000e-03      7.386660e-03     
 2.089296e+05      1.000000e-03      7.164317e-03     
 2.187761e+05      1.000000e-03      6.942194e-03     
 2.290867e+05      1.000000e-03      6.720900e-03     
 2.398832e+05      1.000000e-03      6.501016e-03     
 2.511886e+05      1.000000e-03      6.283091e-03     
 2.630267e+05      1.000000e-03      6.067632e-03     
 2.754228e+05      1.000000e-03      5.855111e-03     
 2.884031e+05      1.000000e-03      5.645952e-03     
 3.019951e+05      1.000000e-03      5.440536e-03     
 3.162277e+05      1.000000e-03      5.239200e-03     
 3.311311e+05      1.000000e-03      5.042233e-03     
 3.467368e+05      1.000000e-03      4.849884e-03     
 3.630780e+05      1.000000e-03      4.662358e-03     
 3.801893e+05      1.000000e-03      4.479820e-03     
 3.981071e+05      1.000000e-03      4.302398e-03     
 4.168693e+05      1.000000e-03      4.130183e-03     
 4.365158e+05      1.000000e-03      3.963237e-03     
 4.570881e+05      1.000000e-03      3.801589e-03     
 4.786300e+05      1.000000e-03      3.645244e-03     
 5.011872e+05      1.000000e-03      3.494183e-03     
 5.248074e+05      1.000000e-03      3.348366e-03     
 5.495408e+05      1.000000e-03      3.207732e-03     
 5.754399e+05      1.000000e-03      3.072209e-03     
 6.025595e+05      1.000000e-03      2.941708e-03     
 6.309573e+05      1.000000e-03      2.816129e-03     
 6.606934e+05      1.000000e-03      2.695363e-03     
 6.918309e+05      1.000000e-03      2.579295e-03     
 7.244359e+05      1.000000e-03      2.467800e-03     
 7.585775e+05      1.000000e-03      2.360753e-03     
 7.943282e+05      1.000000e-03      2.258021e-03     
 8.317637e+05      1.000000e-03      2.159473e-03     
 8.709635e+05      1.000000e-03      2.064974e-03     
 9.120108e+05      1.000000e-03      1.974389e-03     
 9.549925e+05      1.000000e-03      1.887584e-03     
 1.000000e+06      1.000000e-03      1.804426e-03     
 1.047128e+06      1.000000e-03      1.724783e-03     
 1.096478e+06      1.000000e-03      1.648526e-03     
 1.148153e+06      1.000000e-03      1.575527e-03     
 1.202264e+06      1.000000e-03      1.505661e-03     
 1.258925e+06      1.000000e-03      1.438806e-03     
 1.318256e+06      1.000000e-03      1.374845e-03     
 1.380384e+06      1.000000e-03      1.313660e-03     
 1.445439e+06      1.000000e-03      1.255140e-03     
 1.513561e+06      1.000000e-03      1.199177e-03     
 1.584893e+06      1.000000e-03      1.145665e-03     
 1.659586e+06      1.000000e-03      1.094502e-03     
 1.737800e+06      1.000000e-03      1.045591e-03     
 1.819700e+06      1.000000e-03      9.988361e-04     
 1.905460e+06      1.000000e-03      9.541462e-04     
 1.995262e+06      1.000000e-03      9.114334e-04     
 2.089296e+06      1.000000e-03      8.706132e-04     
 2.187761e+06      1.000000e-03      8.316042e-04     
 2.290867e+06      1.000000e-03      7.943282e-04     
 2.398832e+06      1.000000e-03      7.587101e-04     
 2.511886e+06      1.000000e-03      7.246778e-04     
 2.630267e+06      1.000000e-03      6.921622e-04     
 2.754228e+06      1.000000e-03      6.610968e-04     
 2.884031e+06      1.000000e-03      6.314182e-04     
 3.019951e+06      1.000000e-03      6.030653e-04     
 3.162277e+06      1.000000e-03      5.759797e-04     
 3.311311e+06      1.000000e-03      5.501056e-04     
 3.467368e+06      1.000000e-03      5.253894e-04     
 3.630780e+06      1.000000e-03      5.017798e-04     
 3.801893e+06      1.000000e-03      4.792277e-04     
 3.981071e+06      1.000000e-03      4.576861e-04     
 4.168693e+06      1.000000e-03      4.371102e-04     
 4.365158e+06      1.000000e-03      4.174570e-04     
 4.570881e+06      1.000000e-03      3.986853e-04     
 4.786300e+06      1.000000e-03      3.807559e-04     
 5.011872e+06      1.000000e-03      3.636311e-04     
 5.248074e+06      1.000000e-03      3.472751e-04     
 5.495408e+06      1.000000e-03      3.316534e-04     
 5.754399e+06      1.000000e-03      3.167332e-04     
 6.025595e+06      1.000000e-03      3.024831e-04     
 6.309573e+06      1.000000e-03      2.888732e-04     
 6.606934e+06      1.000000e-03      2.758747e-04     
 6.918309e+06      1.000000e-03      2.634602e-04     
 7.244359e+06      1.000000e-03      2.516035e-04     
 7.585775e+06      1.000000e-03      2.402797e-04     
 7.943282e+06      1.000000e-03      2.294648e-04     
 8.317637e+06      1.000000e-03      2.191360e-04     
 8.709635e+06      1.000000e-03      2.092714e-04     
 9.120108e+06      1.000000e-03      1.998503e-04     
 9.549925e+06      1.000000e-03      1.908526e-04     
 1.000000e+07      1.000000e-03      1.822593e-04     
