
time (s)          v("VIN" ?resul    v("VOUT" ?resu    getData("VDD:p
 7.200000e-05      2.500437e+00      3.223584e+00     -5.383075e-04     
 7.400000e-05      2.500448e+00      3.223314e+00     -5.383894e-04     
 7.600000e-05      2.500459e+00      3.223046e+00     -5.384708e-04     
 7.800000e-05      2.500470e+00      3.222779e+00     -5.385517e-04     
 8.000000e-05      2.500481e+00      3.222513e+00     -5.386321e-04     
 8.200000e-05      2.500492e+00      3.222250e+00     -5.387119e-04     
 8.400000e-05      2.500503e+00      3.221988e+00     -5.387912e-04     
 8.600000e-05      2.500514e+00      3.221728e+00     -5.388700e-04     
 8.800000e-05      2.500525e+00      3.221470e+00     -5.389482e-04     
 9.000000e-05      2.500535e+00      3.221214e+00     -5.390258e-04     
 9.200000e-05      2.500546e+00      3.220960e+00     -5.391028e-04     
 9.400000e-05      2.500556e+00      3.220708e+00     -5.391792e-04     
 9.600000e-05      2.500567e+00      3.220458e+00     -5.392550e-04     
 9.800000e-05      2.500577e+00      3.220210e+00     -5.393302e-04     
 1.000000e-04      2.500587e+00      3.219964e+00     -5.394047e-04     
 1.020000e-04      2.500597e+00      3.219720e+00     -5.394785e-04     
 1.040000e-04      2.500607e+00      3.219479e+00     -5.395518e-04     
 1.060000e-04      2.500617e+00      3.219239e+00     -5.396243e-04     
 1.080000e-04      2.500627e+00      3.219002e+00     -5.396961e-04     
 1.100000e-04      2.500637e+00      3.218767e+00     -5.397673e-04     
 1.120000e-04      2.500647e+00      3.218535e+00     -5.398377e-04     
 1.140000e-04      2.500656e+00      3.218305e+00     -5.399074e-04     
 1.160000e-04      2.500666e+00      3.218077e+00     -5.399764e-04     
 1.180000e-04      2.500675e+00      3.217852e+00     -5.400447e-04     
 1.200000e-04      2.500684e+00      3.217629e+00     -5.401121e-04     
 1.220000e-04      2.500693e+00      3.217409e+00     -5.401789e-04     
 1.240000e-04      2.500702e+00      3.217191e+00     -5.402448e-04     
 1.260000e-04      2.500711e+00      3.216976e+00     -5.403100e-04     
 1.280000e-04      2.500720e+00      3.216764e+00     -5.403743e-04     
 1.300000e-04      2.500728e+00      3.216554e+00     -5.404379e-04     
 1.320000e-04      2.500737e+00      3.216347e+00     -5.405006e-04     
 1.340000e-04      2.500745e+00      3.216143e+00     -5.405626e-04     
 1.360000e-04      2.500754e+00      3.215941e+00     -5.406236e-04     
 1.380000e-04      2.500762e+00      3.215743e+00     -5.406839e-04     
 1.400000e-04      2.500770e+00      3.215547e+00     -5.407433e-04     
 1.420000e-04      2.500778e+00      3.215353e+00     -5.408018e-04     
 1.440000e-04      2.500786e+00      3.215163e+00     -5.408594e-04     
 1.460000e-04      2.500793e+00      3.214976e+00     -5.409162e-04     
 1.480000e-04      2.500801e+00      3.214792e+00     -5.409720e-04     
 1.500000e-04      2.500809e+00      3.214610e+00     -5.410270e-04     
 1.520000e-04      2.500816e+00      3.214432e+00     -5.410811e-04     
 1.540000e-04      2.500823e+00      3.214256e+00     -5.411342e-04     
 1.560000e-04      2.500830e+00      3.214084e+00     -5.411864e-04     
 1.580000e-04      2.500837e+00      3.213915e+00     -5.412377e-04     
 1.600000e-04      2.500844e+00      3.213749e+00     -5.412880e-04     
 1.620000e-04      2.500850e+00      3.213586e+00     -5.413374e-04     
 1.640000e-04      2.500857e+00      3.213426e+00     -5.413858e-04     
 1.660000e-04      2.500863e+00      3.213270e+00     -5.414333e-04     
 1.680000e-04      2.500870e+00      3.213116e+00     -5.414797e-04     
 1.700000e-04      2.500876e+00      3.212966e+00     -5.415252e-04     
 1.720000e-04      2.500882e+00      3.212819e+00     -5.415697e-04     
 1.740000e-04      2.500888e+00      3.212676e+00     -5.416133e-04     
 1.760000e-04      2.500893e+00      3.212535e+00     -5.416558e-04     
 1.780000e-04      2.500899e+00      3.212398e+00     -5.416973e-04     
 1.800000e-04      2.500904e+00      3.212265e+00     -5.417377e-04     
 1.820000e-04      2.500910e+00      3.212135e+00     -5.417772e-04     
 1.840000e-04      2.500915e+00      3.212008e+00     -5.418156e-04     
 1.860000e-04      2.500920e+00      3.211884e+00     -5.418530e-04     
 1.880000e-04      2.500925e+00      3.211764e+00     -5.418894e-04     
 1.900000e-04      2.500929e+00      3.211648e+00     -5.419247e-04     
 1.920000e-04      2.500934e+00      3.211535e+00     -5.419589e-04     
 1.940000e-04      2.500938e+00      3.211425e+00     -5.419921e-04     
 1.960000e-04      2.500942e+00      3.211319e+00     -5.420242e-04     
 1.980000e-04      2.500947e+00      3.211217e+00     -5.420553e-04     
 2.000000e-04      2.500951e+00      3.211118e+00     -5.420853e-04     
 2.020000e-04      2.500954e+00      3.211022e+00     -5.421142e-04     
 2.040000e-04      2.500958e+00      3.210931e+00     -5.421420e-04     
 2.060000e-04      2.500962e+00      3.210842e+00     -5.421688e-04     
 2.080000e-04      2.500965e+00      3.210758e+00     -5.421944e-04     
 2.100000e-04      2.500968e+00      3.210677e+00     -5.422190e-04     
 2.120000e-04      2.500971e+00      3.210599e+00     -5.422424e-04     
 2.140000e-04      2.500974e+00      3.210526e+00     -5.422648e-04     
 2.160000e-04      2.500977e+00      3.210455e+00     -5.422860e-04     
 2.180000e-04      2.500979e+00      3.210389e+00     -5.423062e-04     
 2.200000e-04      2.500982e+00      3.210326e+00     -5.423252e-04     
 2.220000e-04      2.500984e+00      3.210267e+00     -5.423431e-04     
 2.240000e-04      2.500986e+00      3.210212e+00     -5.423599e-04     
 2.260000e-04      2.500988e+00      3.210160e+00     -5.423755e-04     
 2.280000e-04      2.500990e+00      3.210112e+00     -5.423901e-04     
 2.300000e-04      2.500992e+00      3.210068e+00     -5.424035e-04     
 2.320000e-04      2.500993e+00      3.210027e+00     -5.424157e-04     
 2.340000e-04      2.500994e+00      3.209991e+00     -5.424269e-04     
 2.360000e-04      2.500996e+00      3.209958e+00     -5.424369e-04     
 2.380000e-04      2.500997e+00      3.209928e+00     -5.424458e-04     
 2.400000e-04      2.500998e+00      3.209903e+00     -5.424535e-04     
 2.420000e-04      2.500998e+00      3.209881e+00     -5.424602e-04     
 2.440000e-04      2.500999e+00      3.209863e+00     -5.424656e-04     
 2.460000e-04      2.500999e+00      3.209848e+00     -5.424700e-04     
 2.480000e-04      2.500999e+00      3.209838e+00     -5.424732e-04     
 2.500000e-04      2.501000e+00      3.209831e+00     -5.424752e-04     
 2.520000e-04      2.500999e+00      3.209828e+00     -5.424761e-04     
 2.540000e-04      2.500999e+00      3.209829e+00     -5.424759e-04     
 2.560000e-04      2.500999e+00      3.209833e+00     -5.424745e-04     
 2.580000e-04      2.500998e+00      3.209842e+00     -5.424720e-04     
 2.600000e-04      2.500998e+00      3.209854e+00     -5.424684e-04     
 2.620000e-04      2.500997e+00      3.209869e+00     -5.424636e-04     
 2.640000e-04      2.500996e+00      3.209889e+00     -5.424577e-04     
 2.660000e-04      2.500994e+00      3.209912e+00     -5.424506e-04     
 2.680000e-04      2.500993e+00      3.209939e+00     -5.424424e-04     
 2.700000e-04      2.500992e+00      3.209970e+00     -5.424331e-04     
 2.720000e-04      2.500990e+00      3.210005e+00     -5.424226e-04     
 2.740000e-04      2.500988e+00      3.210043e+00     -5.424110e-04     
 2.760000e-04      2.500986e+00      3.210085e+00     -5.423983e-04     
 2.780000e-04      2.500984e+00      3.210131e+00     -5.423844e-04     
 2.800000e-04      2.500982e+00      3.210180e+00     -5.423694e-04     
 2.820000e-04      2.500979e+00      3.210233e+00     -5.423533e-04     
 2.840000e-04      2.500977e+00      3.210290e+00     -5.423361e-04     
 2.860000e-04      2.500974e+00      3.210351e+00     -5.423178e-04     
 2.880000e-04      2.500971e+00      3.210415e+00     -5.422983e-04     
 2.900000e-04      2.500968e+00      3.210483e+00     -5.422777e-04     
 2.920000e-04      2.500965e+00      3.210554e+00     -5.422561e-04     
 2.940000e-04      2.500962e+00      3.210630e+00     -5.422333e-04     
 2.960000e-04      2.500958e+00      3.210708e+00     -5.422094e-04     
 2.980000e-04      2.500954e+00      3.210791e+00     -5.421844e-04     
 3.000000e-04      2.500951e+00      3.210877e+00     -5.421583e-04     
 3.020000e-04      2.500947e+00      3.210967e+00     -5.421312e-04     
 3.040000e-04      2.500942e+00      3.211060e+00     -5.421029e-04     
 3.060000e-04      2.500938e+00      3.211157e+00     -5.420736e-04     
 3.080000e-04      2.500934e+00      3.211257e+00     -5.420432e-04     
 3.100000e-04      2.500929e+00      3.211361e+00     -5.420117e-04     
 3.120000e-04      2.500925e+00      3.211468e+00     -5.419791e-04     
 3.140000e-04      2.500920e+00      3.211579e+00     -5.419455e-04     
 3.160000e-04      2.500915e+00      3.211693e+00     -5.419109e-04     
 3.180000e-04      2.500910e+00      3.211811e+00     -5.418751e-04     
 3.200000e-04      2.500904e+00      3.211933e+00     -5.418384e-04     
 3.220000e-04      2.500899e+00      3.212057e+00     -5.418006e-04     
 3.240000e-04      2.500893e+00      3.212186e+00     -5.417618e-04     
 3.260000e-04      2.500888e+00      3.212317e+00     -5.417219e-04     
 3.280000e-04      2.500882e+00      3.212452e+00     -5.416810e-04     
 3.300000e-04      2.500876e+00      3.212590e+00     -5.416391e-04     
 3.320000e-04      2.500870e+00      3.212732e+00     -5.415962e-04     
 3.340000e-04      2.500863e+00      3.212877e+00     -5.415523e-04     
 3.360000e-04      2.500857e+00      3.213025e+00     -5.415075e-04     
 3.380000e-04      2.500850e+00      3.213176e+00     -5.414616e-04     
 3.400000e-04      2.500844e+00      3.213331e+00     -5.414147e-04     
 3.420000e-04      2.500837e+00      3.213489e+00     -5.413669e-04     
 3.440000e-04      2.500830e+00      3.213650e+00     -5.413181e-04     
 3.460000e-04      2.500823e+00      3.213814e+00     -5.412684e-04     
 3.480000e-04      2.500816e+00      3.213981e+00     -5.412177e-04     
 3.500000e-04      2.500809e+00      3.214151e+00     -5.411660e-04     
 3.520000e-04      2.500801e+00      3.214325e+00     -5.411135e-04     
 3.540000e-04      2.500793e+00      3.214501e+00     -5.410600e-04     
 3.560000e-04      2.500786e+00      3.214681e+00     -5.410056e-04     
 3.580000e-04      2.500778e+00      3.214863e+00     -5.409503e-04     
 3.600000e-04      2.500770e+00      3.215049e+00     -5.408941e-04     
 3.620000e-04      2.500762e+00      3.215237e+00     -5.408370e-04     
 3.640000e-04      2.500754e+00      3.215429e+00     -5.407790e-04     
 3.660000e-04      2.500745e+00      3.215623e+00     -5.407202e-04     
 3.680000e-04      2.500737e+00      3.215820e+00     -5.406605e-04     
 3.700000e-04      2.500728e+00      3.216020e+00     -5.405999e-04     
 3.720000e-04      2.500720e+00      3.216222e+00     -5.405385e-04     
 3.740000e-04      2.500711e+00      3.216428e+00     -5.404763e-04     
 3.760000e-04      2.500702e+00      3.216636e+00     -5.404133e-04     
 3.780000e-04      2.500693e+00      3.216846e+00     -5.403494e-04     
 3.800000e-04      2.500684e+00      3.217060e+00     -5.402847e-04     
 3.820000e-04      2.500675e+00      3.217276e+00     -5.402193e-04     
 3.840000e-04      2.500666e+00      3.217494e+00     -5.401531e-04     
 3.860000e-04      2.500656e+00      3.217715e+00     -5.400861e-04     
 3.880000e-04      2.500647e+00      3.217939e+00     -5.400183e-04     
 3.900000e-04      2.500637e+00      3.218165e+00     -5.399498e-04     
 3.920000e-04      2.500627e+00      3.218394e+00     -5.398805e-04     
 3.940000e-04      2.500617e+00      3.218624e+00     -5.398106e-04     
 3.960000e-04      2.500607e+00      3.218858e+00     -5.397399e-04     
 3.980000e-04      2.500597e+00      3.219093e+00     -5.396685e-04     
 4.000000e-04      2.500587e+00      3.219331e+00     -5.395964e-04     
 4.020000e-04      2.500577e+00      3.219571e+00     -5.395236e-04     
 4.040000e-04      2.500567e+00      3.219814e+00     -5.394502e-04     
 4.060000e-04      2.500556e+00      3.220058e+00     -5.393761e-04     
 4.080000e-04      2.500546e+00      3.220305e+00     -5.393013e-04     
 4.100000e-04      2.500535e+00      3.220554e+00     -5.392260e-04     
 4.120000e-04      2.500525e+00      3.220804e+00     -5.391500e-04     
 4.140000e-04      2.500514e+00      3.221057e+00     -5.390733e-04     
 4.160000e-04      2.500503e+00      3.221312e+00     -5.389961e-04     
 4.180000e-04      2.500492e+00      3.221569e+00     -5.389183e-04     
 4.200000e-04      2.500481e+00      3.221827e+00     -5.388400e-04     
 4.220000e-04      2.500470e+00      3.222088e+00     -5.387610e-04     
 4.240000e-04      2.500459e+00      3.222350e+00     -5.386815e-04     
 4.260000e-04      2.500448e+00      3.222614e+00     -5.386015e-04     
 4.280000e-04      2.500437e+00      3.222880e+00     -5.385210e-04     
 4.300000e-04      2.500425e+00      3.223148e+00     -5.384399e-04     
 4.320000e-04      2.500414e+00      3.223417e+00     -5.383584e-04     
 4.340000e-04      2.500402e+00      3.223687e+00     -5.382763e-04     
 4.360000e-04      2.500391e+00      3.223960e+00     -5.381938e-04     
 4.380000e-04      2.500379e+00      3.224234e+00     -5.381108e-04     
 4.400000e-04      2.500368e+00      3.224509e+00     -5.380274e-04     
 4.420000e-04      2.500356e+00      3.224786e+00     -5.379436e-04     
 4.440000e-04      2.500344e+00      3.225064e+00     -5.378593e-04     
 4.460000e-04      2.500332e+00      3.225343e+00     -5.377746e-04     
 4.480000e-04      2.500320e+00      3.225624e+00     -5.376896e-04     
 4.500000e-04      2.500309e+00      3.225906e+00     -5.376041e-04     
 4.520000e-04      2.500297e+00      3.226189e+00     -5.375183e-04     
 4.540000e-04      2.500285e+00      3.226473e+00     -5.374321e-04     
 4.560000e-04      2.500272e+00      3.226759e+00     -5.373456e-04     
 4.580000e-04      2.500260e+00      3.227045e+00     -5.372588e-04     
 4.600000e-04      2.500248e+00      3.227333e+00     -5.371717e-04     
 4.620000e-04      2.500236e+00      3.227621e+00     -5.370842e-04     
 4.640000e-04      2.500224e+00      3.227911e+00     -5.369965e-04     
 4.660000e-04      2.500212e+00      3.228201e+00     -5.369085e-04     
 4.680000e-04      2.500199e+00      3.228492e+00     -5.368203e-04     
 4.700000e-04      2.500187e+00      3.228784e+00     -5.367318e-04     
 4.720000e-04      2.500175e+00      3.229077e+00     -5.366431e-04     
 4.740000e-04      2.500162e+00      3.229371e+00     -5.365542e-04     
 4.760000e-04      2.500150e+00      3.229665e+00     -5.364650e-04     
 4.780000e-04      2.500137e+00      3.229959e+00     -5.363757e-04     
 4.800000e-04      2.500125e+00      3.230255e+00     -5.362862e-04     
 4.820000e-04      2.500112e+00      3.230551e+00     -5.361966e-04     
 4.840000e-04      2.500100e+00      3.230847e+00     -5.361068e-04     
 4.860000e-04      2.500087e+00      3.231144e+00     -5.360169e-04     
 4.880000e-04      2.500075e+00      3.231441e+00     -5.359269e-04     
 4.900000e-04      2.500062e+00      3.231738e+00     -5.358368e-04     
 4.920000e-04      2.500050e+00      3.232036e+00     -5.357466e-04     
 4.940000e-04      2.500037e+00      3.232334e+00     -5.356563e-04     
 4.960000e-04      2.500025e+00      3.232632e+00     -5.355659e-04     
 4.980000e-04      2.500012e+00      3.232930e+00     -5.354756e-04     
 5.000000e-04      2.500000e+00      3.233228e+00     -5.353851e-04     
 5.020000e-04      2.499987e+00      3.233527e+00     -5.352947e-04     
 5.040000e-04      2.499974e+00      3.233825e+00     -5.352043e-04     
 5.060000e-04      2.499962e+00      3.234124e+00     -5.351139e-04     
 5.080000e-04      2.499949e+00      3.234422e+00     -5.350235e-04     
 5.100000e-04      2.499937e+00      3.234720e+00     -5.349331e-04     
 5.120000e-04      2.499924e+00      3.235018e+00     -5.348429e-04     
 5.140000e-04      2.499912e+00      3.235316e+00     -5.347526e-04     
 5.160000e-04      2.499899e+00      3.235613e+00     -5.346625e-04     
 5.180000e-04      2.499887e+00      3.235910e+00     -5.345725e-04     
 5.200000e-04      2.499874e+00      3.236207e+00     -5.344826e-04     
 5.220000e-04      2.499862e+00      3.236503e+00     -5.343928e-04     
 5.240000e-04      2.499849e+00      3.236799e+00     -5.343031e-04     
 5.260000e-04      2.499837e+00      3.237094e+00     -5.342137e-04     
 5.280000e-04      2.499824e+00      3.237389e+00     -5.341243e-04     
 5.300000e-04      2.499812e+00      3.237683e+00     -5.340352e-04     
 5.320000e-04      2.499800e+00      3.237977e+00     -5.339463e-04     
 5.340000e-04      2.499787e+00      3.238269e+00     -5.338575e-04     
 5.360000e-04      2.499775e+00      3.238562e+00     -5.337690e-04     
 5.380000e-04      2.499763e+00      3.238853e+00     -5.336808e-04     
 5.400000e-04      2.499751e+00      3.239143e+00     -5.335928e-04     
 5.420000e-04      2.499739e+00      3.239433e+00     -5.335050e-04     
 5.440000e-04      2.499727e+00      3.239721e+00     -5.334176e-04     
 5.460000e-04      2.499714e+00      3.240009e+00     -5.333304e-04     
 5.480000e-04      2.499702e+00      3.240295e+00     -5.332436e-04     
 5.500000e-04      2.499690e+00      3.240581e+00     -5.331571e-04     
 5.520000e-04      2.499679e+00      3.240865e+00     -5.330709e-04     
 5.540000e-04      2.499667e+00      3.241149e+00     -5.329850e-04     
 5.560000e-04      2.499655e+00      3.241431e+00     -5.328996e-04     
 5.580000e-04      2.499643e+00      3.241712e+00     -5.328145e-04     
 5.600000e-04      2.499631e+00      3.241991e+00     -5.327298e-04     
 5.620000e-04      2.499620e+00      3.242269e+00     -5.326455e-04     
 5.640000e-04      2.499608e+00      3.242546e+00     -5.325616e-04     
 5.660000e-04      2.499597e+00      3.242821e+00     -5.324781e-04     
 5.680000e-04      2.499585e+00      3.243095e+00     -5.323951e-04     
 5.700000e-04      2.499574e+00      3.243368e+00     -5.323126e-04     
 5.720000e-04      2.499562e+00      3.243639e+00     -5.322305e-04     
 5.740000e-04      2.499551e+00      3.243908e+00     -5.321489e-04     
 5.760000e-04      2.499540e+00      3.244176e+00     -5.320678e-04     
 5.780000e-04      2.499529e+00      3.244442e+00     -5.319872e-04     
 5.800000e-04      2.499518e+00      3.244706e+00     -5.319071e-04     
 5.820000e-04      2.499507e+00      3.244968e+00     -5.318276e-04     
 5.840000e-04      2.499496e+00      3.245229e+00     -5.317486e-04     
 5.860000e-04      2.499485e+00      3.245488e+00     -5.316701e-04     
 5.880000e-04      2.499474e+00      3.245745e+00     -5.315923e-04     
 5.900000e-04      2.499464e+00      3.246000e+00     -5.315150e-04     
 5.920000e-04      2.499453e+00      3.246253e+00     -5.314383e-04     
 5.940000e-04      2.499443e+00      3.246504e+00     -5.313622e-04     
 5.960000e-04      2.499432e+00      3.246753e+00     -5.312868e-04     
 5.980000e-04      2.499422e+00      3.247000e+00     -5.312119e-04     
 6.000000e-04      2.499412e+00      3.247245e+00     -5.311378e-04     
 6.020000e-04      2.499402e+00      3.247487e+00     -5.310642e-04     
 6.040000e-04      2.499392e+00      3.247728e+00     -5.309914e-04     
 6.060000e-04      2.499382e+00      3.247966e+00     -5.309192e-04     
 6.080000e-04      2.499372e+00      3.248202e+00     -5.308477e-04     
 6.100000e-04      2.499362e+00      3.248436e+00     -5.307769e-04     
 6.120000e-04      2.499352e+00      3.248667e+00     -5.307068e-04     
 6.140000e-04      2.499343e+00      3.248896e+00     -5.306374e-04     
 6.160000e-04      2.499333e+00      3.249122e+00     -5.305688e-04     
 6.180000e-04      2.499324e+00      3.249346e+00     -5.305009e-04     
 6.200000e-04      2.499315e+00      3.249568e+00     -5.304337e-04     
 6.220000e-04      2.499306e+00      3.249787e+00     -5.303674e-04     
 6.240000e-04      2.499297e+00      3.250003e+00     -5.303018e-04     
 6.260000e-04      2.499288e+00      3.250217e+00     -5.302370e-04     
 6.280000e-04      2.499279e+00      3.250429e+00     -5.301729e-04     
 6.300000e-04      2.499271e+00      3.250637e+00     -5.301097e-04     
 6.320000e-04      2.499262e+00      3.250843e+00     -5.300473e-04     
 6.340000e-04      2.499254e+00      3.251046e+00     -5.299858e-04     
 6.360000e-04      2.499245e+00      3.251247e+00     -5.299250e-04     
 6.380000e-04      2.499237e+00      3.251444e+00     -5.298652e-04     
 6.400000e-04      2.499229e+00      3.251639e+00     -5.298061e-04     
 6.420000e-04      2.499221e+00      3.251831e+00     -5.297479e-04     
 6.440000e-04      2.499213e+00      3.252020e+00     -5.296906e-04     
 6.460000e-04      2.499206e+00      3.252206e+00     -5.296342e-04     
 6.480000e-04      2.499198e+00      3.252390e+00     -5.295787e-04     
 6.500000e-04      2.499190e+00      3.252570e+00     -5.295241e-04     
 6.520000e-04      2.499183e+00      3.252747e+00     -5.294704e-04     
 6.540000e-04      2.499176e+00      3.252921e+00     -5.294176e-04     
 6.560000e-04      2.499169e+00      3.253093e+00     -5.293657e-04     
 6.580000e-04      2.499162e+00      3.253261e+00     -5.293147e-04     
 6.600000e-04      2.499155e+00      3.253426e+00     -5.292647e-04     
 6.620000e-04      2.499149e+00      3.253588e+00     -5.292157e-04     
 6.640000e-04      2.499142e+00      3.253746e+00     -5.291676e-04     
 6.660000e-04      2.499136e+00      3.253902e+00     -5.291204e-04     
 6.680000e-04      2.499129e+00      3.254054e+00     -5.290742e-04     
 6.700000e-04      2.499123e+00      3.254203e+00     -5.290291e-04     
 6.720000e-04      2.499117e+00      3.254349e+00     -5.289849e-04     
 6.740000e-04      2.499111e+00      3.254492e+00     -5.289416e-04     
 6.760000e-04      2.499106e+00      3.254631e+00     -5.288994e-04     
 6.780000e-04      2.499100e+00      3.254767e+00     -5.288582e-04     
 6.800000e-04      2.499095e+00      3.254900e+00     -5.288180e-04     
 6.820000e-04      2.499089e+00      3.255029e+00     -5.287788e-04     
 6.840000e-04      2.499084e+00      3.255155e+00     -5.287407e-04     
 6.860000e-04      2.499079e+00      3.255278e+00     -5.287036e-04     
 6.880000e-04      2.499074e+00      3.255397e+00     -5.286675e-04     
 6.900000e-04      2.499070e+00      3.255512e+00     -5.286324e-04     
 6.920000e-04      2.499065e+00      3.255625e+00     -5.285984e-04     
 6.940000e-04      2.499061e+00      3.255733e+00     -5.285655e-04     
 6.960000e-04      2.499057e+00      3.255839e+00     -5.285336e-04     
 6.980000e-04      2.499052e+00      3.255940e+00     -5.285028e-04     
 7.000000e-04      2.499048e+00      3.256038e+00     -5.284730e-04     
 7.020000e-04      2.499045e+00      3.256133e+00     -5.284443e-04     
 7.040000e-04      2.499041e+00      3.256224e+00     -5.284167e-04     
 7.060000e-04      2.499037e+00      3.256312e+00     -5.283902e-04     
 7.080000e-04      2.499034e+00      3.256396e+00     -5.283647e-04     
 7.100000e-04      2.499031e+00      3.256476e+00     -5.283404e-04     
 7.120000e-04      2.499028e+00      3.256553e+00     -5.283171e-04     
 7.140000e-04      2.499025e+00      3.256626e+00     -5.282949e-04     
 7.160000e-04      2.499022e+00      3.256696e+00     -5.282739e-04     
 7.180000e-04      2.499020e+00      3.256761e+00     -5.282539e-04     
 7.200000e-04      2.499017e+00      3.256824e+00     -5.282351e-04     
 7.220000e-04      2.499015e+00      3.256882e+00     -5.282173e-04     
 7.240000e-04      2.499013e+00      3.256937e+00     -5.282007e-04     
 7.260000e-04      2.499011e+00      3.256988e+00     -5.281852e-04     
 7.280000e-04      2.499009e+00      3.257036e+00     -5.281708e-04     
 7.300000e-04      2.499007e+00      3.257080e+00     -5.281575e-04     
 7.320000e-04      2.499006e+00      3.257120e+00     -5.281453e-04     
 7.340000e-04      2.499005e+00      3.257156e+00     -5.281343e-04     
 7.360000e-04      2.499003e+00      3.257189e+00     -5.281244e-04     
 7.380000e-04      2.499002e+00      3.257218e+00     -5.281156e-04     
 7.400000e-04      2.499001e+00      3.257243e+00     -5.281079e-04     
 7.420000e-04      2.499001e+00      3.257265e+00     -5.281014e-04     
 7.440000e-04      2.499000e+00      3.257283e+00     -5.280960e-04     
 7.460000e-04      2.499000e+00      3.257297e+00     -5.280917e-04     
 7.480000e-04      2.499000e+00      3.257307e+00     -5.280886e-04     
 7.500000e-04      2.499000e+00      3.257314e+00     -5.280866e-04     
 7.520000e-04      2.499000e+00      3.257316e+00     -5.280857e-04     
 7.540000e-04      2.499000e+00      3.257316e+00     -5.280860e-04     
 7.560000e-04      2.499000e+00      3.257311e+00     -5.280874e-04     
 7.580000e-04      2.499001e+00      3.257303e+00     -5.280899e-04     
 7.600000e-04      2.499001e+00      3.257291e+00     -5.280936e-04     
 7.620000e-04      2.499002e+00      3.257275e+00     -5.280984e-04     
 7.640000e-04      2.499003e+00      3.257255e+00     -5.281043e-04     
 7.660000e-04      2.499005e+00      3.257232e+00     -5.281114e-04     
 7.680000e-04      2.499006e+00      3.257205e+00     -5.281195e-04     
 7.700000e-04      2.499007e+00      3.257174e+00     -5.281288e-04     
 7.720000e-04      2.499009e+00      3.257140e+00     -5.281393e-04     
 7.740000e-04      2.499011e+00      3.257102e+00     -5.281508e-04     
 7.760000e-04      2.499013e+00      3.257060e+00     -5.281635e-04     
 7.780000e-04      2.499015e+00      3.257014e+00     -5.281773e-04     
 7.800000e-04      2.499017e+00      3.256965e+00     -5.281923e-04     
 7.820000e-04      2.499020e+00      3.256912e+00     -5.282083e-04     
 7.840000e-04      2.499022e+00      3.256855e+00     -5.282255e-04     
 7.860000e-04      2.499025e+00      3.256795e+00     -5.282437e-04     
 7.880000e-04      2.499028e+00      3.256731e+00     -5.282631e-04     
 7.900000e-04      2.499031e+00      3.256664e+00     -5.282836e-04     
 7.920000e-04      2.499034e+00      3.256592e+00     -5.283052e-04     
